"statistical_year","region_abbr","inter_item_code","type_code","item_value","dm_update_time","dm_load_time"
"2005",HKSAR,US_CM_000001,ME_TY_000002,3.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2013",HKSAR,US_CM_000001,ME_TY_000002,48.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2010",HKSAR,US_CM_000001,ME_TY_000001,3133371.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2013",HKSAR,US_CM_000001,ME_TY_000001,3230580.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2023",HKSAR,US_CM_000001,ME_TY_000001,3962867.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2005",HKSAR,US_CM_000001,ME_TY_000001,2871797.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2023",HKSAR,US_CM_000001,ME_TY_000002,182.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2011",HKSAR,US_CM_000001,ME_TY_000002,40.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2014",HKSAR,US_CM_000001,ME_TY_000001,3404066.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2002",HKSAR,US_CM_000001,ME_TY_000002,2.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2011",HKSAR,US_CM_000001,ME_TY_000001,3096193.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2010",HKSAR,US_CM_000001,ME_TY_000002,33.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2008",HKSAR,US_CM_000001,ME_TY_000001,2980611.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2000",HKSAR,US_CM_000001,ME_TY_000001,2493468.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2008",HKSAR,US_CM_000001,ME_TY_000002,24.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2007",NTE,US_CM_000001,ME_TY_000001,637524.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2015",NTW,US_CM_000001,ME_TY_000001,886999.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2001",NTW,US_CM_000001,ME_TY_000002,1.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2009",NTW,US_CM_000001,ME_TY_000002,12.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2020",NTW,US_CM_000001,ME_TY_000002,45.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2007",HKI,US_CM_000001,ME_TY_000001,625685.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2009",HKI,US_CM_000001,ME_TY_000001,645476.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2001",K,US_CM_000001,ME_TY_000001,810765.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2020",K,US_CM_000001,ME_TY_000001,1156831.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2015",K,US_CM_000001,ME_TY_000002,11.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2007",NTE,US_CM_000001,ME_TY_000002,1.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2009",NTE,US_CM_000001,ME_TY_000002,3.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2001",NTW,US_CM_000001,ME_TY_000001,699588.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2020",NTW,US_CM_000001,ME_TY_000001,1001042.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2015",NTW,US_CM_000001,ME_TY_000002,25.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2007",HKI,US_CM_000001,ME_TY_000002,3.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2007",K,US_CM_000001,ME_TY_000002,2.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2001",NTE,US_CM_000001,ME_TY_000001,576559.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2009",NTE,US_CM_000001,ME_TY_000001,691147.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2020",NTE,US_CM_000001,ME_TY_000001,913068.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2015",NTE,US_CM_000001,ME_TY_000002,12.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2007",NTW,US_CM_000001,ME_TY_000002,6.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2001",HKSAR,US_CM_000001,ME_TY_000002,2.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2020",HKSAR,US_CM_000001,ME_TY_000002,134.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2009",HKSAR,US_CM_000001,ME_TY_000001,3078830.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2007",HKSAR,US_CM_000001,ME_TY_000002,12.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2020",HKSAR,US_CM_000001,ME_TY_000001,3872668.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2009",HKSAR,US_CM_000001,ME_TY_000002,26.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2015",HKSAR,US_CM_000001,ME_TY_000002,65.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2001",HKSAR,US_CM_000001,ME_TY_000001,2668329.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2007",HKSAR,US_CM_000001,ME_TY_000001,2897221.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2015",HKSAR,US_CM_000001,ME_TY_000001,3346786.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2001",HKI,US_CM_000001,ME_TY_000001,581417.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2020",HKI,US_CM_000001,ME_TY_000001,801727.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2015",HKI,US_CM_000001,ME_TY_000002,17.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2007",K,US_CM_000001,ME_TY_000001,852378.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2009",K,US_CM_000001,ME_TY_000001,907468.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2015",NTE,US_CM_000001,ME_TY_000001,770218.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2001",NTE,US_CM_000001,ME_TY_000002,0.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2020",NTE,US_CM_000001,ME_TY_000002,30.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2007",NTW,US_CM_000001,ME_TY_000001,781634.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2009",NTW,US_CM_000001,ME_TY_000001,834739.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2015",HKI,US_CM_000001,ME_TY_000001,708083.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2001",HKI,US_CM_000001,ME_TY_000002,0.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2009",HKI,US_CM_000001,ME_TY_000002,6.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2020",HKI,US_CM_000001,ME_TY_000002,31.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2015",K,US_CM_000001,ME_TY_000001,981486.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2001",K,US_CM_000001,ME_TY_000002,1.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2009",K,US_CM_000001,ME_TY_000002,5.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
"2020",K,US_CM_000001,ME_TY_000002,28.000000,2026-08-14 11:18:21.046,2026-08-14 11:18:21.046
