"statistical_year","region_abbr","inter_item_code","item_value","dm_update_time","dm_load_time"
"2022",NTW,US_TP_000004,23902.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2003",NTW,US_TP_000005,217.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2004",NTW,US_TP_000005,275.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2019",HKI,US_TP_000001,521697.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2019",HKI,US_TP_000002,25539.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2019",HKI,US_TP_000003,4311.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2019",HKI,US_TP_000004,14840.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2019",HKI,US_TP_000005,8546.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2019",HKI,US_TP_000006,4100.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2019",HKI,US_TP_000008,461.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2019",HKI,US_TP_000009,157.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2021",K,US_TP_000001,896309.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2025",K,US_TP_000001,979230.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2021",K,US_TP_000002,46292.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2025",K,US_TP_000002,50197.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2021",K,US_TP_000003,10270.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2025",K,US_TP_000003,11148.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2021",K,US_TP_000004,1806.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2025",K,US_TP_000004,1960.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2021",K,US_TP_000005,8859.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2025",K,US_TP_000005,10261.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2021",K,US_TP_000006,4392.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2025",K,US_TP_000006,5064.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2021",K,US_TP_000008,58.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2025",K,US_TP_000008,65.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2021",K,US_TP_000009,45.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2025",K,US_TP_000009,48.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2006",NTE,US_TP_000001,41928.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2018",NTE,US_TP_000001,645123.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2022",NTE,US_TP_000001,780923.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2006",NTE,US_TP_000002,1195.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2018",NTE,US_TP_000002,13772.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2022",NTE,US_TP_000002,15544.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2006",NTE,US_TP_000003,497.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2018",NTE,US_TP_000003,6754.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2022",NTE,US_TP_000003,7642.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2006",NTE,US_TP_000004,909.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2018",NTE,US_TP_000004,14910.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2022",NTE,US_TP_000004,17673.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2006",NTE,US_TP_000005,499.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2018",NTE,US_TP_000005,7048.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2022",NTE,US_TP_000005,9310.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2006",NTE,US_TP_000006,654.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2018",NTE,US_TP_000006,4526.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2022",NTE,US_TP_000006,5492.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2006",NTE,US_TP_000008,20.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2018",NTE,US_TP_000008,100.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2022",NTE,US_TP_000008,111.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2006",NTE,US_TP_000009,7.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2018",NTE,US_TP_000009,27.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2022",NTE,US_TP_000009,33.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2021",NTW,US_TP_000001,752813.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2025",NTW,US_TP_000001,875976.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2000",HKI,US_TP_000009,4.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2002",HKI,US_TP_000009,5.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2005",HKI,US_TP_000009,10.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2011",HKI,US_TP_000009,56.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2023",HKI,US_TP_000009,195.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2008",NTE,US_TP_000001,140920.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2010",NTE,US_TP_000001,251578.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2013",NTE,US_TP_000001,399273.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2014",NTE,US_TP_000001,481292.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2008",NTE,US_TP_000002,2654.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2010",NTE,US_TP_000002,6137.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2013",NTE,US_TP_000002,8286.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2014",NTE,US_TP_000002,9926.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2008",NTE,US_TP_000003,1215.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2010",NTE,US_TP_000003,3529.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2013",NTE,US_TP_000003,4504.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2014",NTE,US_TP_000003,5508.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2008",NTE,US_TP_000004,2170.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2010",NTE,US_TP_000004,4258.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2013",NTE,US_TP_000004,7314.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2014",NTE,US_TP_000004,9430.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2008",NTE,US_TP_000005,1081.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2010",NTE,US_TP_000005,2121.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2013",NTE,US_TP_000005,3415.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2014",NTE,US_TP_000005,4305.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2008",NTE,US_TP_000006,946.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2010",NTE,US_TP_000006,1601.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2013",NTE,US_TP_000006,2504.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2014",NTE,US_TP_000006,3019.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2008",NTE,US_TP_000008,27.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2010",NTE,US_TP_000008,38.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2013",NTE,US_TP_000008,55.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2008",HKI,US_TP_000001,120016.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2014",HKI,US_TP_000001,357112.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2008",HKI,US_TP_000002,5154.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2014",HKI,US_TP_000002,19217.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2008",HKI,US_TP_000003,1232.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2014",HKI,US_TP_000003,3416.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2008",HKI,US_TP_000004,3252.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2014",HKI,US_TP_000004,9549.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2008",HKI,US_TP_000005,1007.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2014",HKI,US_TP_000005,4846.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2008",HKI,US_TP_000006,687.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2014",HKI,US_TP_000006,2565.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2008",HKI,US_TP_000008,205.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2014",HKI,US_TP_000008,416.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2008",HKI,US_TP_000009,23.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2014",HKI,US_TP_000009,101.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2010",K,US_TP_000001,235961.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2013",K,US_TP_000001,407255.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2026",HKI,US_TP_000002,30054.00000,2026-08-14 14:43:26.118,2026-08-14 13:46:14.063
"2026",HKI,US_TP_000004,18996.00000,2026-08-14 14:43:26.118,2026-08-14 13:46:14.063
"2026",HKI,US_TP_000005,11313.00000,2026-08-14 14:43:26.118,2026-08-14 13:46:14.063
"2026",K,US_TP_000002,50198.00000,2026-08-14 14:43:26.118,2026-08-14 13:46:14.063
"2026",K,US_TP_000004,1960.00000,2026-08-14 14:43:26.118,2026-08-14 13:46:14.063
"2026",K,US_TP_000005,10261.00000,2026-08-14 14:43:26.118,2026-08-14 13:46:14.063
"2026",NTE,US_TP_000006,5727.00000,2026-08-14 14:43:26.118,2026-08-14 13:46:14.063
"2026",NTE,US_TP_000009,33.00000,2026-08-14 14:43:26.118,2026-08-14 13:46:14.063
"2026",NTW,US_TP_000002,27024.00000,2026-08-14 14:43:26.118,2026-08-14 13:46:14.063
"2026",NTW,US_TP_000004,25584.00000,2026-08-14 14:43:26.118,2026-08-14 13:46:14.063
"2026",NTW,US_TP_000005,8053.00000,2026-08-14 14:43:26.118,2026-08-14 13:46:14.063
"2026",HKI,US_TP_000001,632141.00000,2026-08-14 14:43:26.118,2026-08-14 13:46:14.063
"2026",HKI,US_TP_000006,5448.00000,2026-08-14 14:43:26.118,2026-08-14 13:46:14.063
"2026",HKI,US_TP_000008,518.00000,2026-08-14 14:43:26.118,2026-08-14 13:46:14.063
"2026",K,US_TP_000003,11148.00000,2026-08-14 14:43:26.118,2026-08-14 13:46:14.063
"2026",K,US_TP_000009,48.00000,2026-08-14 14:43:26.118,2026-08-14 13:46:14.063
"2026",NTW,US_TP_000003,22610.00000,2026-08-14 14:43:26.118,2026-08-14 13:46:14.063
"2026",NTW,US_TP_000009,83.00000,2026-08-14 14:43:26.118,2026-08-14 13:46:14.063
"2026",HKSAR,US_TP_000003,46957.00000,2026-08-14 14:43:26.118,2026-08-14 13:46:14.063
"2026",HKSAR,US_TP_000009,359.00000,2026-08-14 14:43:26.118,2026-08-14 13:46:14.063
"2026",NTE,US_TP_000001,818077.00000,2026-08-14 14:43:26.118,2026-08-14 13:46:14.063
"2026",NTE,US_TP_000003,7986.00000,2026-08-14 14:43:26.118,2026-08-14 13:46:14.063
"2026",NTE,US_TP_000008,114.00000,2026-08-14 14:43:26.118,2026-08-14 13:46:14.063
"2026",HKSAR,US_TP_000004,65007.00000,2026-08-14 14:43:26.118,2026-08-14 13:46:14.063
"2026",HKSAR,US_TP_000002,123479.00000,2026-08-14 14:43:26.118,2026-08-14 13:46:14.063
"2026",HKSAR,US_TP_000005,39409.00000,2026-08-14 14:43:26.118,2026-08-14 13:46:14.063
"2026",HKI,US_TP_000003,5213.00000,2026-08-14 14:43:26.118,2026-08-14 13:46:14.063
"2026",HKI,US_TP_000009,195.00000,2026-08-14 14:43:26.118,2026-08-14 13:46:14.063
"2026",K,US_TP_000001,979247.00000,2026-08-14 14:43:26.118,2026-08-14 13:46:14.063
"2026",K,US_TP_000006,5064.00000,2026-08-14 14:43:26.118,2026-08-14 13:46:14.063
"2026",K,US_TP_000008,65.00000,2026-08-14 14:43:26.118,2026-08-14 13:46:14.063
"2026",NTE,US_TP_000002,16203.00000,2026-08-14 14:43:26.118,2026-08-14 13:46:14.063
"2026",NTE,US_TP_000004,18467.00000,2026-08-14 14:43:26.118,2026-08-14 13:46:14.063
"2026",NTE,US_TP_000005,9782.00000,2026-08-14 14:43:26.118,2026-08-14 13:46:14.063
"2026",NTW,US_TP_000001,875986.00000,2026-08-14 14:43:26.118,2026-08-14 13:46:14.063
"2026",NTW,US_TP_000006,5283.00000,2026-08-14 14:43:26.118,2026-08-14 13:46:14.063
"2026",NTW,US_TP_000008,275.00000,2026-08-14 14:43:26.118,2026-08-14 13:46:14.063
"2026",HKSAR,US_TP_000008,972.00000,2026-08-14 14:43:26.118,2026-08-14 13:46:14.063
"2026",HKSAR,US_TP_000001,3305451.00000,2026-08-14 14:43:26.118,2026-08-14 13:46:14.063
"2026",HKSAR,US_TP_000006,21522.00000,2026-08-14 14:43:26.118,2026-08-14 13:46:14.063
"2000",HKI,US_TP_000001,13789.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2002",HKI,US_TP_000001,19435.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2005",HKI,US_TP_000001,27740.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2011",HKI,US_TP_000001,223006.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2023",HKI,US_TP_000001,627965.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2000",HKI,US_TP_000002,1211.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2002",HKI,US_TP_000002,1611.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2005",HKI,US_TP_000002,2155.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2011",HKI,US_TP_000002,12833.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2023",HKI,US_TP_000002,30006.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2000",HKI,US_TP_000003,206.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2002",HKI,US_TP_000003,339.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2005",HKI,US_TP_000003,426.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2011",HKI,US_TP_000003,2455.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2023",HKI,US_TP_000003,5205.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2000",HKI,US_TP_000004,1005.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2002",HKI,US_TP_000004,1441.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2005",HKI,US_TP_000004,1816.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2011",HKI,US_TP_000004,5945.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2023",HKI,US_TP_000004,18835.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2000",HKI,US_TP_000005,193.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2002",HKI,US_TP_000005,251.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2005",HKI,US_TP_000005,409.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2011",HKI,US_TP_000005,2563.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2023",HKI,US_TP_000005,11262.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2000",HKI,US_TP_000006,227.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2002",HKI,US_TP_000006,294.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2005",HKI,US_TP_000006,388.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2011",HKI,US_TP_000006,1468.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2023",HKI,US_TP_000006,5403.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2000",HKI,US_TP_000008,65.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2002",HKI,US_TP_000008,67.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2005",HKI,US_TP_000008,70.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2024",HKSAR,US_TP_000009,359.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2012",HKSAR,US_TP_000009,144.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2016",HKSAR,US_TP_000002,83671.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2012",HKSAR,US_TP_000005,10634.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2024",HKSAR,US_TP_000008,971.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2024",HKSAR,US_TP_000002,123455.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2024",HKSAR,US_TP_000003,46952.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2016",HKSAR,US_TP_000003,33115.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2016",HKSAR,US_TP_000008,785.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2024",HKSAR,US_TP_000005,39406.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2016",HKSAR,US_TP_000004,41949.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2016",HKSAR,US_TP_000006,12733.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2024",HKSAR,US_TP_000004,64933.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2012",HKSAR,US_TP_000002,56032.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2016",HKSAR,US_TP_000009,247.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2016",HKSAR,US_TP_000001,2264848.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2024",HKSAR,US_TP_000001,3303232.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2012",HKSAR,US_TP_000006,7092.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2012",HKSAR,US_TP_000001,1264339.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2016",HKSAR,US_TP_000005,21116.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2012",HKSAR,US_TP_000004,22970.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2012",HKSAR,US_TP_000003,22292.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2012",HKSAR,US_TP_000008,593.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2024",HKSAR,US_TP_000006,21477.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2012",HKI,US_TP_000001,256977.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2016",HKI,US_TP_000001,428061.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2012",HKI,US_TP_000002,14605.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2016",HKI,US_TP_000002,21852.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2012",HKI,US_TP_000003,2719.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2016",HKI,US_TP_000003,3768.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2012",HKI,US_TP_000004,7056.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2016",HKI,US_TP_000004,11633.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2012",HKI,US_TP_000005,3186.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2016",HKI,US_TP_000005,6281.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2012",HKI,US_TP_000006,1740.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2016",HKI,US_TP_000006,3166.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2012",HKI,US_TP_000008,368.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2016",HKI,US_TP_000008,432.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2012",HKI,US_TP_000009,72.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2016",HKI,US_TP_000009,129.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2024",K,US_TP_000001,979230.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2024",K,US_TP_000002,50197.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2024",K,US_TP_000003,11148.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2024",K,US_TP_000004,1959.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2024",K,US_TP_000005,10260.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2024",K,US_TP_000006,5043.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2024",K,US_TP_000008,65.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2024",K,US_TP_000009,48.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2024",NTW,US_TP_000001,875976.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2024",NTW,US_TP_000002,27023.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2024",NTW,US_TP_000003,22610.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2024",NTW,US_TP_000004,25584.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2024",NTW,US_TP_000005,8053.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2024",NTW,US_TP_000006,5282.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2024",NTW,US_TP_000008,275.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2024",NTW,US_TP_000009,83.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2024",HKI,US_TP_000001,629953.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2024",HKI,US_TP_000002,30032.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2024",HKI,US_TP_000003,5209.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2024",HKI,US_TP_000004,18924.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2024",HKI,US_TP_000005,11312.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2024",HKI,US_TP_000006,5431.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2024",HKI,US_TP_000008,517.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2024",HKI,US_TP_000009,195.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2012",K,US_TP_000001,332542.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2016",K,US_TP_000001,666191.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2012",K,US_TP_000002,21503.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2016",K,US_TP_000002,31758.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2012",K,US_TP_000003,4997.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2016",K,US_TP_000003,7152.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2012",K,US_TP_000004,698.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2016",K,US_TP_000004,1241.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2012",K,US_TP_000005,2452.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2016",K,US_TP_000005,4879.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2012",K,US_TP_000006,1313.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2016",K,US_TP_000006,2565.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2012",K,US_TP_000008,45.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2016",K,US_TP_000008,49.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2012",K,US_TP_000009,21.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2016",K,US_TP_000009,39.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2012",NTW,US_TP_000001,339382.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2016",NTW,US_TP_000001,585787.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2012",NTW,US_TP_000002,12351.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2016",NTW,US_TP_000002,18318.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2012",NTW,US_TP_000003,10350.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2016",NTW,US_TP_000003,15961.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2012",NTW,US_TP_000004,9085.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2016",NTW,US_TP_000004,16396.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2012",NTW,US_TP_000005,2133.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2016",NTW,US_TP_000005,4137.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2012",NTW,US_TP_000006,1858.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2016",NTW,US_TP_000006,3111.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2012",NTW,US_TP_000008,136.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2016",NTW,US_TP_000008,213.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
