"asset_id","region","sub_region","installation_no","offical_eng_name","offical_chi_name","address_eng","address_chi","kwh_ml","running_pumps","total_pumps","mh","dm_update_time","dm_load_time"
239,NTW,NTW(D2),PS162,Lok On Pai Salt Water Pumping Station,樂安排海水抽水站,"Tsing Fat Street, Lok On Pai, Tuen Mun",屯門樂安排青發街,321.92463,4.00000,4.00000,202506,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
85,NTW,NTW(D5),PS145,Sheung Tsuen Fresh Water Pumping Station,上村食水抽水站,"Kam Sheung Road, Kam Tin",錦田錦上路,268.33050,3.00000,3.00000,201904,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
10,HKI,"",TW025,Siu Ho Wan Water Treatment Works,小蠔灣濾水廠,"640 Cheung Tung Road, Tung Chung, Lantau Island",大嶼山東涌翔東路640號,376.64125,4.00000,8.00000,200908,2026-08-15 10:40:47.667,2026-07-31 09:42:19.165
51,HKI,HKI(D1),PS115,Shau Kei Wan Fresh Water and Salt Water Pumping Station,筲箕灣食水及海水抽水站,"Yiu Hing Road, Shau Kei Wan",筲箕灣耀興道,257.51675,3.00000,6.00000,201711,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
10,HKI,"",TW025,Siu Ho Wan Water Treatment Works,小蠔灣濾水廠,"640 Cheung Tung Road, Tung Chung, Lantau Island",大嶼山東涌翔東路640號,194.91680,6.00000,8.00000,201802,2026-08-15 10:40:47.667,2026-07-31 09:42:19.165
55,HKI,HKI(D1),PS068,Braemar Hill Fresh Water Pumping Station,寶馬山食水抽水站,"Braemar Hill Road near Wai Tsui Crescent, North Point",北角寶馬山道近慧翠道,448.19455,2.00000,2.00000,202507,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
147,K,K(D1),PS037,Ma Tau Wai Fresh Water Pumping Station,馬頭圍食水抽水站,"Sheung Woo Street, Ho Man Tin",何文田常和街,135.14323,3.00000,3.00000,202504,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
236,HKI,HKI(D1),PS157,Bowen Drive Salt Water Pumping Station,寶雲徑海水抽水站,NA,NA,519.52141,2.00000,2.00000,202305,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
34,HKI,HKI(D3),PS003,Tai Tam Tuk Raw Water Pumping Station,大潭篤原水抽水站,"Tai Tam Reservoir Road, Tai Tam",大潭大潭水塘道,340.56118,1.00000,5.00000,202205,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
34,HKI,HKI(D3),PS003,Tai Tam Tuk Raw Water Pumping Station,大潭篤原水抽水站,"Tai Tam Reservoir Road, Tai Tam",大潭大潭水塘道,299.19460,1.00000,5.00000,201212,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
239,NTW,NTW(D2),PS162,Lok On Pai Salt Water Pumping Station,樂安排海水抽水站,"Tsing Fat Street, Lok On Pai, Tuen Mun",屯門樂安排青發街,315.84325,3.00000,4.00000,201909,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
51,HKI,HKI(D1),PS115,Shau Kei Wan Fresh Water and Salt Water Pumping Station,筲箕灣食水及海水抽水站,"Yiu Hing Road, Shau Kei Wan",筲箕灣耀興道,271.91346,5.00000,6.00000,202502,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
34,HKI,HKI(D3),PS003,Tai Tam Tuk Raw Water Pumping Station,大潭篤原水抽水站,"Tai Tam Reservoir Road, Tai Tam",大潭大潭水塘道,399.84152,1.00000,5.00000,201007,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
129,NTE,"",TW020,Pak Kong Water Treatment Works,北港濾水廠,"20 Pak Kong Road, Sai Kung",西貢北港路20號,398.67760,10.00000,11.00000,200911,2026-08-15 10:40:47.667,2026-07-31 09:42:19.165
85,NTW,NTW(D5),PS145,Sheung Tsuen Fresh Water Pumping Station,上村食水抽水站,"Kam Sheung Road, Kam Tin",錦田錦上路,11213.84615,2.00000,2.00000,201308,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
66,NTE,NTE(D1),PS120,Sha Tin Seafront Salt Water Pumping Station,沙田海傍海水抽水站,"Kiu Ha Road, Ma Liu Shui",馬料水橋下路,397.72084,4.00000,7.00000,202006,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
55,HKI,HKI(D1),PS068,Braemar Hill Fresh Water Pumping Station,寶馬山食水抽水站,"Braemar Hill Road near Wai Tsui Crescent, North Point",北角寶馬山道近慧翠道,474.20349,2.00000,2.00000,201112,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
239,NTW,NTW(D2),PS162,Lok On Pai Salt Water Pumping Station,樂安排海水抽水站,"Tsing Fat Street, Lok On Pai, Tuen Mun",屯門樂安排青發街,276.25054,3.00000,4.00000,201805,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
10,HKI,"",TW025,Siu Ho Wan Water Treatment Works,小蠔灣濾水廠,"640 Cheung Tung Road, Tung Chung, Lantau Island",大嶼山東涌翔東路640號,381.12040,5.00000,8.00000,202104,2026-08-15 10:40:47.667,2026-07-31 09:42:19.165
34,HKI,HKI(D3),PS003,Tai Tam Tuk Raw Water Pumping Station,大潭篤原水抽水站,"Tai Tam Reservoir Road, Tai Tam",大潭大潭水塘道,375.75880,1.00000,5.00000,201609,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
55,HKI,HKI(D1),PS068,Braemar Hill Fresh Water Pumping Station,寶馬山食水抽水站,"Braemar Hill Road near Wai Tsui Crescent, North Point",北角寶馬山道近慧翠道,423.95457,2.00000,2.00000,201308,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
55,HKI,HKI(D1),PS068,Braemar Hill Fresh Water Pumping Station,寶馬山食水抽水站,"Braemar Hill Road near Wai Tsui Crescent, North Point",北角寶馬山道近慧翠道,396.02076,1.00000,2.00000,201710,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
93,NTW,NTW(D1),PS089,Tsuen Wan West Ultra High Level Fresh Water Pumping Station,荃灣西超高地食水抽水站,"Route Twisk North 99, Route Twisk Villa, Tsuen Wan",荃灣荃錦公路北99號,406.02749,1.00000,2.00000,201904,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
147,K,K(D1),PS037,Ma Tau Wai Fresh Water Pumping Station,馬頭圍食水抽水站,"Sheung Woo Street, Ho Man Tin",何文田常和街,124.52720,3.00000,3.00000,201211,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
85,NTW,NTW(D5),PS145,Sheung Tsuen Fresh Water Pumping Station,上村食水抽水站,"Kam Sheung Road, Kam Tin",錦田錦上路,266.98826,2.00000,3.00000,202011,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
214,,,,,,,,529.96518,3.00000,3.00000,202111,2026-08-21 11:45:24.567,2026-08-19 15:50:10.130
111,NTE,NTE(D3),PS123,Tseung Kwan O High Level No.2 Fresh Water Pumping Station,將軍澳高地二號食水抽水站,"Tsui Lam Road, Tseung Kwan O",將軍澳翠琳路,294.19216,1.00000,2.00000,202412,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
147,K,K(D1),PS037,Ma Tau Wai Fresh Water Pumping Station,馬頭圍食水抽水站,"Sheung Woo Street, Ho Man Tin",何文田常和街,121.07325,3.00000,3.00000,201407,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
51,HKI,HKI(D1),PS115,Shau Kei Wan Fresh Water and Salt Water Pumping Station,筲箕灣食水及海水抽水站,"Yiu Hing Road, Shau Kei Wan",筲箕灣耀興道,240.80093,3.00000,6.00000,201408,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
27,HKI,HKI(D1),PS078,Quarry Bay Salt Water Pumping Station,鰂魚涌海水抽水站,"Hoi Yu Street, Quarry Bay",鰂魚涌海裕街,370.35494,3.00000,4.00000,201202,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
105,NTW,NTW(D3),PS149,Tan Kwai Tsuen Fresh Water Pumping Station,丹桂村食水抽水站,"Tan Kwai Tsuen, Yuen Long",元朗丹桂村,105.17841,1.00000,5.00000,202501,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
95,NTW,NTW(D1),PS038,Tsuen Wan Raw Water Pumping Station,荃灣原水抽水站,"11 Shing Mun Road, Tsuen Wan",荃灣城門道11號,249.89178,4.00000,8.00000,201410,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
75,,,,,,,,342.53964,14.00000,14.00000,201710,2026-08-15 10:40:47.667,2026-07-31 09:42:19.165
96,NTW,"",TW016,Tuen Mun Water Treatment Works,屯門濾水廠,"21 Milestone Castle Peak Road, Fu Tei, Tuen Mun",屯門虎地青山公路二十一咪,340.04542,6.00000,6.00000,202506,2026-08-15 10:40:47.667,2026-07-31 09:42:19.165
80,NTE,NTE(D1),PS097,Siu Lek Yuen Fresh Water Pumping Station,小瀝源食水抽水站,"Kwong Yuen Estate, Sha Tin",沙田廣源邨,65.25104,3.00000,4.00000,202111,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
17,HKI,HKI(D1),PS076,Eastern No.2 Fresh Water Pumping Station,東區二號食水抽水站,"37 Stubbs Road, Wan Chai",灣仔司徒拔道37號,454.30163,2.00000,2.00000,201101,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
95,NTW,NTW(D1),PS038,Tsuen Wan Raw Water Pumping Station,荃灣原水抽水站,"11 Shing Mun Road, Tsuen Wan",荃灣城門道11號,278.00563,5.00000,8.00000,201302,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
17,HKI,HKI(D1),PS076,Eastern No.2 Fresh Water Pumping Station,東區二號食水抽水站,"37 Stubbs Road, Wan Chai",灣仔司徒拔道37號,501.66494,2.00000,2.00000,201806,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
144,K,K(D1),PS110,King's Park Salt Water Pumping Station,京士柏海水抽水站,"King's Park Road, Ho Man Tin",何文田京士柏道,193.05330,1.00000,2.00000,201109,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
151,NTW,NTW(D4),PS074,Tsing Yi Salt Water Pumping Station,青衣海水抽水站,"Cheung Fai Road, Tsing Yi",青衣長輝路,352.03697,3.00000,3.00000,202305,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
88,NTW,NTW(D2),PS075,Tuen Mun Salt Water Pumping Station,屯門海水抽水站,"Mei Lok Lane, Tuen Mun",屯門美樂里,394.30419,2.00000,4.00000,201912,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
35,HKI,HKI(D3),PS032,Telegraph Bay Fresh Water Pumping Station,鋼線灣食水抽水站,Kong Sin Wan,鋼綫灣,380.32454,1.00000,4.00000,201311,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
27,HKI,HKI(D1),PS078,Quarry Bay Salt Water Pumping Station,鰂魚涌海水抽水站,"Hoi Yu Street, Quarry Bay",鰂魚涌海裕街,343.94608,4.00000,4.00000,201706,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
63,NTE,NTE(D1),PS063,Fo Tan Fresh Water and Salt Water Pumping Station,火炭食水及海水抽水站,"3 Sui Wo Road, Sha Tin",沙田穗禾路3 號,386.11310,7.00000,7.00000,201003,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
151,NTW,NTW(D4),PS074,Tsing Yi Salt Water Pumping Station,青衣海水抽水站,"Cheung Fai Road, Tsing Yi",青衣長輝路,360.18227,2.00000,3.00000,202501,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
46,HKI,HKI(D1),PS140,Sai Wan No.2 Fresh Water Pumping Station,西灣二號食水抽水站,"Tai Tam Road, Tai Tam",大潭大潭道,365.82652,3.00000,4.00000,201610,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
136,K,K(D3),PS160,Shum Wan Shan Salt Water Pumping Station,沈雲山海水抽水站,Jordan Valley,佐敦谷,141.55052,2.00000,2.00000,201007,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
151,NTW,NTW(D4),PS074,Tsing Yi Salt Water Pumping Station,青衣海水抽水站,"Cheung Fai Road, Tsing Yi",青衣長輝路,360.44668,2.00000,3.00000,202602,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
27,HKI,HKI(D1),PS078,Quarry Bay Salt Water Pumping Station,鰂魚涌海水抽水站,"Hoi Yu Street, Quarry Bay",鰂魚涌海裕街,350.48728,4.00000,4.00000,202411,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
63,NTE,NTE(D1),PS063,Fo Tan Fresh Water and Salt Water Pumping Station,火炭食水及海水抽水站,"3 Sui Wo Road, Sha Tin",沙田穗禾路3 號,475.51477,6.00000,7.00000,202602,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
96,NTW,"",TW016,Tuen Mun Water Treatment Works,屯門濾水廠,"21 Milestone Castle Peak Road, Fu Tei, Tuen Mun",屯門虎地青山公路二十一咪,326.48132,4.00000,6.00000,202203,2026-08-15 10:40:47.667,2026-07-31 09:42:19.165
92,NTW,NTW(D2),PS154,Tai Lam Chung Raw Water Pumping Station,大欖涌原水抽水站,"16 1/2 Milestone Castle Peak Road, Tai Lam Chung",大欖涌青山公路十六咪半,25782.22222,1.00000,5.00000,202510,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
26,HKI,HKI(D1),PS046,North Point High Level Salt Water Pumping Station,北角高地海水抽水站,"Tin Hau Temple Road, North Point",北角天后廟道,370.08840,3.00000,3.00000,202405,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
75,,,,,,,,259.39757,9.00000,13.00000,200901,2026-08-15 10:40:47.667,2026-07-31 09:42:19.165
46,HKI,HKI(D1),PS140,Sai Wan No.2 Fresh Water Pumping Station,西灣二號食水抽水站,"Tai Tam Road, Tai Tam",大潭大潭道,417.45112,2.00000,4.00000,201408,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
166,HKI,HKI(D4),PS161,Sunny Bay Salt Water Pumping Station,欣澳海水抽水站,"Ta Pang Po, Lantau Island",大嶼山打棚埔,615.47272,2.00000,2.00000,201512,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
75,,,,,,,,354.97976,8.00000,14.00000,202102,2026-08-15 10:40:47.667,2026-07-31 09:42:19.165
144,K,K(D1),PS110,King's Park Salt Water Pumping Station,京士柏海水抽水站,"King's Park Road, Ho Man Tin",何文田京士柏道,205.05901,1.00000,2.00000,202503,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
95,NTW,NTW(D1),PS038,Tsuen Wan Raw Water Pumping Station,荃灣原水抽水站,"11 Shing Mun Road, Tsuen Wan",荃灣城門道11號,243.35052,3.00000,8.00000,202209,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
238,HKI,HKI(D2),PS004,Peak Fresh Water Pumping Station,山頂食水抽水站,"Victoria Peak, The Peak",山頂扯旗山,471.42857,2.00000,4.00000,202603,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
112,NTE,NTE(D3),PS135,Tseung Kwan O Salt Water Pumping Station,將軍澳海水抽水站,"Area 86, Tsueng Kwan O",將軍澳八十六區,262.00714,4.00000,4.00000,201311,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
80,NTE,NTE(D1),PS097,Siu Lek Yuen Fresh Water Pumping Station,小瀝源食水抽水站,"Kwong Yuen Estate, Sha Tin",沙田廣源邨,50.59022,3.00000,4.00000,202306,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
56,HKI,HKI(D1),PS013,North Point Fresh Water Pumping Station,北角食水抽水站,"Tin Hau Temple Road, North Point",北角天后廟道,299.25477,2.00000,3.00000,201005,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
56,HKI,HKI(D1),PS013,North Point Fresh Water Pumping Station,北角食水抽水站,"Tin Hau Temple Road, North Point",北角天后廟道,299.35243,3.00000,3.00000,201310,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
112,NTE,NTE(D3),PS135,Tseung Kwan O Salt Water Pumping Station,將軍澳海水抽水站,"Area 86, Tsueng Kwan O",將軍澳八十六區,237.88410,4.00000,4.00000,201709,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
112,NTE,NTE(D3),PS135,Tseung Kwan O Salt Water Pumping Station,將軍澳海水抽水站,"Area 86, Tsueng Kwan O",將軍澳八十六區,286.49643,4.00000,4.00000,201503,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
193,,,,,,,,5775.86207,1.00000,2.00000,202006,2026-08-21 11:45:24.567,2026-08-19 15:50:10.130
95,NTW,NTW(D1),PS038,Tsuen Wan Raw Water Pumping Station,荃灣原水抽水站,"11 Shing Mun Road, Tsuen Wan",荃灣城門道11號,249.70731,5.00000,8.00000,202003,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
80,NTE,NTE(D1),PS097,Siu Lek Yuen Fresh Water Pumping Station,小瀝源食水抽水站,"Kwong Yuen Estate, Sha Tin",沙田廣源邨,40.18470,3.00000,3.00000,201110,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
46,HKI,HKI(D1),PS140,Sai Wan No.2 Fresh Water Pumping Station,西灣二號食水抽水站,"Tai Tam Road, Tai Tam",大潭大潭道,338.08151,4.00000,4.00000,202503,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
112,NTE,NTE(D3),PS135,Tseung Kwan O Salt Water Pumping Station,將軍澳海水抽水站,"Area 86, Tsueng Kwan O",將軍澳八十六區,301.78139,4.00000,4.00000,201108,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
82,NTE,"",TW026,Tai Po Water Treatment Works,大埔濾水廠,"Tai Po Road, Tai Wo Section, Tai Po",大埔大埔道太和段,178.34167,8.00000,9.00000,202203,2026-08-15 10:40:47.667,2026-07-31 09:42:19.165
56,HKI,HKI(D1),PS013,North Point Fresh Water Pumping Station,北角食水抽水站,"Tin Hau Temple Road, North Point",北角天后廟道,325.56152,1.00000,3.00000,201409,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
76,NTE,"",TW017,Sheung Shui Water Treatment Works,上水濾水廠,"30 Fu Tei Au Road, Sheung Shui",上水虎地坳道30號,387.41918,4.00000,5.00000,201303,2026-08-15 10:40:47.667,2026-07-31 09:42:19.165
26,HKI,HKI(D1),PS046,North Point High Level Salt Water Pumping Station,北角高地海水抽水站,"Tin Hau Temple Road, North Point",北角天后廟道,425.25481,2.00000,3.00000,201202,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
168,HKI,HKI(D2),PS166,Kotewall Road Fresh Water Pumping Station,旭龢道食水抽水站,"Kotewall Road, Central Mid-Level",中區半山旭龢道,1642.11929,2.00000,2.00000,201906,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
46,HKI,HKI(D1),PS140,Sai Wan No.2 Fresh Water Pumping Station,西灣二號食水抽水站,"Tai Tam Road, Tai Tam",大潭大潭道,343.43237,4.00000,4.00000,202408,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
168,HKI,HKI(D2),PS166,Kotewall Road Fresh Water Pumping Station,旭龢道食水抽水站,"Kotewall Road, Central Mid-Level",中區半山旭龢道,1947.65350,1.00000,2.00000,202206,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
76,NTE,"",TW017,Sheung Shui Water Treatment Works,上水濾水廠,"30 Fu Tei Au Road, Sheung Shui",上水虎地坳道30號,395.56922,4.00000,5.00000,201306,2026-08-15 10:40:47.667,2026-07-31 09:42:19.165
107,K,K(D3),PS022,Diamond Hill Fresh Water and Salt Water Pumping Station,鑽石山食水及海水抽水站,"Sha Tin Pass Road, Wong Tai Sin",黃大仙沙田坳道,295.69826,3.00000,5.00000,202108,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
30,HKI,HKI(D3),PS029,Sandy Bay Fresh Water Pumping Station,大口環食水抽水站,"Sandy Bay Road, Pok Fu Lam",薄扶林大口環道,394.84383,4.00000,9.00000,201907,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
30,HKI,HKI(D3),PS029,Sandy Bay Fresh Water Pumping Station,大口環食水抽水站,"Sandy Bay Road, Pok Fu Lam",薄扶林大口環道,511.55781,4.00000,9.00000,201504,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
149,K,K(D4),PS045,Tai Wan Salt Water Pumping Station,大環海水抽水站,"Wan Hoi Street, Hung Hom",紅磡環海街,407.21035,4.00000,6.00000,201905,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
166,HKI,HKI(D4),PS161,Sunny Bay Salt Water Pumping Station,欣澳海水抽水站,"Ta Pang Po, Lantau Island",大嶼山打棚埔,921.85646,1.00000,2.00000,202102,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
25,HKI,HKI(D2),PS094,Western Fresh Water and Salt Water Pumping Station,西區食水及海水抽水站,"76 Pok Fu Lam Road, Pok Fu Lam",薄扶林薄扶林道76號,447.02342,10.00000,10.00000,201303,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
35,HKI,HKI(D3),PS032,Telegraph Bay Fresh Water Pumping Station,鋼線灣食水抽水站,Kong Sin Wan,鋼綫灣,361.98966,3.00000,3.00000,202312,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
95,NTW,NTW(D1),PS038,Tsuen Wan Raw Water Pumping Station,荃灣原水抽水站,"11 Shing Mun Road, Tsuen Wan",荃灣城門道11號,269.93934,7.00000,8.00000,201810,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
238,HKI,HKI(D2),PS004,Peak Fresh Water Pumping Station,山頂食水抽水站,"Victoria Peak, The Peak",山頂扯旗山,293.56984,2.00000,4.00000,202205,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
82,NTE,"",TW026,Tai Po Water Treatment Works,大埔濾水廠,"Tai Po Road, Tai Wo Section, Tai Po",大埔大埔道太和段,158.86040,5.00000,5.00000,201403,2026-08-15 10:40:47.667,2026-07-31 09:42:19.165
75,,,,,,,,346.16559,14.00000,14.00000,201708,2026-08-15 10:40:47.667,2026-07-31 09:42:19.165
25,HKI,HKI(D2),PS094,Western Fresh Water and Salt Water Pumping Station,西區食水及海水抽水站,"76 Pok Fu Lam Road, Pok Fu Lam",薄扶林薄扶林道76號,722.53824,9.00000,10.00000,201110,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
80,NTE,NTE(D1),PS097,Siu Lek Yuen Fresh Water Pumping Station,小瀝源食水抽水站,"Kwong Yuen Estate, Sha Tin",沙田廣源邨,33.07867,3.00000,3.00000,201403,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
4,HKI,HKI(D4),PS134,Pui O No.2 Raw Water Pumping Station,貝澳二號原水抽水站,"2A Pui O Lo Wai Tsuen, Lantau Island",大嶼山貝澳老圍村2號A,167.46680,2.00000,6.00000,201301,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
106,K,K(D4),PS098,Cha Kwo Ling Salt Water Pumping Station,茶果嶺海水抽水站,"Cha Kwo Ling Road, Cha Kwo Ling",茶果嶺茶果嶺道,450.17643,3.00000,3.00000,201511,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
50,HKI,HKI(D2),PS030,Severn Road Fresh Water Pumping Station,施勳道食水抽水站,"Severn Road, Mount Gough, The Peak",山頂歌賦山施勳道,403.58555,2.00000,2.00000,202605,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
219,NTE,NTE(D1),PS159,Kau To Fresh Water Pumping Station,九肚食水抽水站,"Ma Liu Shui Section, Tai Po Road",大埔公路馬料水段,743.46391,3.00000,3.00000,202208,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
67,NTE,NTE(D2),PS130,Tai Po Salt Water Pumping Station,大埔海水抽水站,"17 Dai Kwai Street, Tai Po",大埔大貴街17號,376.12231,3.00000,3.00000,201210,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
31,HKI,HKI(D1),PS127,Siu Sai Wan Salt Water Pumping Station,小西灣海水抽水站,"Siu Sai Wan Road, Chai Wan",柴灣小西灣道,188.24412,2.00000,3.00000,201503,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
146,NTW,NTW(D4),PS064,Lai Chi Kok Salt Water Pumping Station,荔枝角海水抽水站,"Lai King Hill Road, Lai Chi Kok",荔枝角荔景山道,614.05619,2.00000,3.00000,201004,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
67,NTE,NTE(D2),PS130,Tai Po Salt Water Pumping Station,大埔海水抽水站,"17 Dai Kwai Street, Tai Po",大埔大貴街17號,366.16630,2.00000,3.00000,202604,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
14,HKI,HKI(D3),PS036,Brick Hill Salt Water Pumping Station,南朗山海水抽水站,"Shum Wan Road, Aberdeen",香港仔深灣道,381.93312,3.00000,3.00000,202102,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
14,HKI,HKI(D3),PS036,Brick Hill Salt Water Pumping Station,南朗山海水抽水站,"Shum Wan Road, Aberdeen",香港仔深灣道,1010.28677,2.00000,3.00000,201107,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
160,NTW,NTW(D4),PS073,Tai Wo Tsuen Salt Water Pumping Station,大窩村海水抽水站,"Wah Yiu Road, Kwai Chung",葵涌華瑤路,578.72999,2.00000,2.00000,201604,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
53,HKI,HKI(D1),PS052,Tong Shui Road Fresh Water Pumping Station,糖水道食水抽水站,"Tong Shui Road, North Point",北角糖水道,101.30536,3.00000,5.00000,202207,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
4,HKI,HKI(D4),PS134,Pui O No.2 Raw Water Pumping Station,貝澳二號原水抽水站,"2A Pui O Lo Wai Tsuen, Lantau Island",大嶼山貝澳老圍村2號A,171.60549,2.00000,6.00000,201006,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
156,,,,,,,,171.56561,3.00000,3.00000,202504,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
106,K,K(D4),PS098,Cha Kwo Ling Salt Water Pumping Station,茶果嶺海水抽水站,"Cha Kwo Ling Road, Cha Kwo Ling",茶果嶺茶果嶺道,356.15748,3.00000,3.00000,202006,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
13,HKI,HKI(D1),PS006,Bowen Road Fresh Water Pumping Station,寶雲道食水抽水站,"2A Bowen Drive, Mid-levels",半山區寶雲徑2號A,308.41904,3.00000,3.00000,201507,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
106,K,K(D4),PS098,Cha Kwo Ling Salt Water Pumping Station,茶果嶺海水抽水站,"Cha Kwo Ling Road, Cha Kwo Ling",茶果嶺茶果嶺道,416.74521,2.00000,3.00000,201612,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
5,HKI,HKI(D4),PS016,Shek Pik Raw Water Pumping Station,石壁原水抽水站,"Shek Pik Reservoir Road, Lantau Island",大嶼山石壁水塘道,344.01874,4.00000,5.00000,202102,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
13,HKI,HKI(D1),PS006,Bowen Road Fresh Water Pumping Station,寶雲道食水抽水站,"2A Bowen Drive, Mid-levels",半山區寶雲徑2號A,310.47626,2.00000,3.00000,202007,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
50,HKI,HKI(D2),PS030,Severn Road Fresh Water Pumping Station,施勳道食水抽水站,"Severn Road, Mount Gough, The Peak",山頂歌賦山施勳道,266.38466,1.00000,2.00000,202309,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
143,NTW,NTW(D4),PS010,Kau Wa Keng Fresh Water Pumping Station,九華徑食水抽水站,"Cheung Hang Road, Kau Wa Keng, Lai Chi Kok",荔枝角九華徑長坑道,422.88347,2.00000,4.00000,201111,2026-08-21 11:45:24.567,2026-07-31 09:42:19.165
