"installation_id","region_abbr","wtw_name_en","wtw_name_cn","wtw_name_tc","tag_name_en","tag_name_cn","tag_name_tc","units","water_type_code","category","tag_type","dim_update_time","dim_load_time"
TW017,NTE,Sheung Shui Water Treatment Works,上水滤水厂,上水濾水廠,SS_RRT_Fluoride_AI_Fluoride,原水水质氟(水缸),原水水質氟(水缸),mg/L,WT_RW_000001,WATER QUALITY,FLUORIDE,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW017,NTE,Sheung Shui Water Treatment Works,上水滤水厂,上水濾水廠,SS_Combined_FinalWater_pH_AI_PH,食水水质PH,食水水質PH,,WT_TW_000004,WATER QUALITY,PH,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW017,NTE,Sheung Shui Water Treatment Works,上水滤水厂,上水濾水廠,SS_Delivery_Flow_REV_Yesterday_Flow,昨天逆流量,昨天逆流量,ML,WT_TW_000004,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW017,NTE,Sheung Shui Water Treatment Works,上水滤水厂,上水濾水廠,SS_CCR_InletFlow02_REV_AI_Flow,原水2号瞬时逆流量,原水2號瞬時逆流量,MLD,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW017,NTE,Sheung Shui Water Treatment Works,上水滤水厂,上水濾水廠,SS_CCR_InletFlow01_REV_AI_Flow,原水1号瞬时逆流量,原水1號瞬時逆流量,MLD,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW017,NTE,Sheung Shui Water Treatment Works,上水滤水厂,上水濾水廠,SS_Combined_FinalWater_Fluoride_AI_Fluoride,食水水质氟,食水水質氟,mg/L,WT_TW_000004,WATER QUALITY,FLUORIDE,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW017,NTE,Sheung Shui Water Treatment Works,上水滤水厂,上水濾水廠,SS_RRT_InnerLevel_AI_Level,原水水缸水位,原水水缸水位,m,WT_RW_000001,LEVEL,LEVEL,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW017,NTE,Sheung Shui Water Treatment Works,上水滤水厂,上水濾水廠,SS_RRT_Turbidity_AI_Turbidity,原水水质浊度(水缸),原水水質濁度(水缸),NTU,WT_RW_000001,WATER QUALITY,TURBIDITY,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW017,NTE,Sheung Shui Water Treatment Works,上水滤水厂,上水濾水廠,SS_CCR_InletFlow01_Total_Flow,原水1号累计流量,原水1號累計流量,ML,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW017,NTE,Sheung Shui Water Treatment Works,上水滤水厂,上水濾水廠,SS_CCR_InletFlow02_Yesterday_Flow,原水2号昨天流量,原水2號昨天流量,ML,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW017,NTE,Sheung Shui Water Treatment Works,上水滤水厂,上水濾水廠,SS_CWT1_Level_AI_Level,清水池水位,清水池水位,m,WT_TW_000004,LEVEL,LEVEL,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW017,NTE,Sheung Shui Water Treatment Works,上水滤水厂,上水濾水廠,SS_PS_Pressure_AI_Pressure,压力,壓力,m,WT_TW_000004,PRESSURE,PRESSURE,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW017,NTE,Sheung Shui Water Treatment Works,上水滤水厂,上水濾水廠,SS_CWT2_Turbidity_AI_Turbidity,食水水质浊度(清水池2号),食水水質濁度(清水池2號),NTU,WT_TW_000004,WATER QUALITY,TURBIDITY,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW017,NTE,Sheung Shui Water Treatment Works,上水滤水厂,上水濾水廠,SS_CWT1_Turbidity_AI_Turbidity,食水水质浊度(清水池1号),食水水質濁度(清水池1號),NTU,WT_TW_000004,WATER QUALITY,TURBIDITY,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW017,NTE,Sheung Shui Water Treatment Works,上水滤水厂,上水濾水廠,SS_Delivery_Flow_Today_Flow,今天流量,今天流量,ML,WT_TW_000004,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW017,NTE,Sheung Shui Water Treatment Works,上水滤水厂,上水濾水廠,SS_Combined_FinalWater_Turbidity_AI_Turbidity,食水水质浊度,食水水質濁度,NTU,WT_TW_000004,WATER QUALITY,TURBIDITY,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW017,NTE,Sheung Shui Water Treatment Works,上水滤水厂,上水濾水廠,SS_CCR_InletFlow01_Yesterday_Flow,原水1号昨天流量,原水1號昨天流量,ML,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW017,NTE,Sheung Shui Water Treatment Works,上水滤水厂,上水濾水廠,SS_CWT2_Fluoride_AI_Fluoride,食水水质氟(清水池2号),食水水質氟(清水池2號),mg/L,WT_TW_000004,WATER QUALITY,FLUORIDE,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW017,NTE,Sheung Shui Water Treatment Works,上水滤水厂,上水濾水廠,SS_CCR_InletFlow01_REV_Total_Flow,原水1号累计逆流量,原水1號累計逆流量,ML,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW017,NTE,Sheung Shui Water Treatment Works,上水滤水厂,上水濾水廠,SS_CWT1_pH_AI_PH,食水水质PH(清水池1号),食水水質PH(清水池1號),,WT_TW_000004,WATER QUALITY,PH,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW017,NTE,Sheung Shui Water Treatment Works,上水滤水厂,上水濾水廠,SS_CCR_InletFlow01_REV_Yesterday_Flow,原水1号昨天逆流量,原水1號昨天逆流量,ML,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW017,NTE,Sheung Shui Water Treatment Works,上水滤水厂,上水濾水廠,SS_CWT2_pH_AI_PH,食水水质PH(清水池2号),食水水質PH(清水池2號),,WT_TW_000004,WATER QUALITY,PH,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW017,NTE,Sheung Shui Water Treatment Works,上水滤水厂,上水濾水廠,SS_Combined_FinalWater_Chlorine_AI_ResidualChlorine,食水水质余氯,食水水質餘氯,mg/L,WT_TW_000004,WATER QUALITY,CHLORINE,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW017,NTE,Sheung Shui Water Treatment Works,上水滤水厂,上水濾水廠,SS_CWT2_Level_AI_Level,清水池2号水位,清水池2號水位,m,WT_TW_000004,LEVEL,LEVEL,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW017,NTE,Sheung Shui Water Treatment Works,上水滤水厂,上水濾水廠,SS_Delivery_Flow_AI_Flow,瞬时流量,瞬時流量,MLD,WT_TW_000004,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW005,NTW,Tsuen Wan Water Treatment Works,荃湾滤水厂,荃灣濾水廠,TW_FinalWater_ES_ResChlorine_ResidualChlorine,食水水质余氯(西厂),食水水質餘氯(西廠),mg/L,WT_TW_000004,WATER QUALITY,CHLORINE,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW005,NTW,Tsuen Wan Water Treatment Works,荃湾滤水厂,荃灣濾水廠,TW_FinalWater_ES_PH_PH,食水水质PH(西厂),食水水質PH(西廠),,WT_TW_000004,WATER QUALITY,PH,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW005,NTW,Tsuen Wan Water Treatment Works,荃湾滤水厂,荃灣濾水廠,TW_FinalWater_WS_Turbidity_Turbidity,食水水质浊度(东厂),食水水質濁度(東廠),NTU,WT_TW_000004,WATER QUALITY,TURBIDITY,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW005,NTW,Tsuen Wan Water Treatment Works,荃湾滤水厂,荃灣濾水廠,TW_FinalWater_ES_Turbidity_Turbidity,食水水质浊度(西厂),食水水質濁度(西廠),NTU,WT_TW_000004,WATER QUALITY,TURBIDITY,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW005,NTW,Tsuen Wan Water Treatment Works,荃湾滤水厂,荃灣濾水廠,TW_FinalWater_WS_PH_PH,食水水质PH(东厂),食水水質PH(東廠),,WT_TW_000004,WATER QUALITY,PH,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW005,NTW,Tsuen Wan Water Treatment Works,荃湾滤水厂,荃灣濾水廠,TW_FinalWater_WS_ResChlorine_ResidualChlorine,食水水质余氯(东厂),食水水質餘氯(東廠),mg/L,WT_TW_000004,WATER QUALITY,CHLORINE,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW005,NTW,Tsuen Wan Water Treatment Works,荃湾滤水厂,荃灣濾水廠,TW_RawWater_ES_PH_PH,原水水质PH(西厂),原水水質PH(西廠),,WT_RW_000001,WATER QUALITY,PH,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW005,NTW,Tsuen Wan Water Treatment Works,荃湾滤水厂,荃灣濾水廠,TW_RawWater_ES_Turbidity_Turbidity,原水水质浊度(西厂),原水水質濁度(西廠),NTU,WT_RW_000001,WATER QUALITY,TURBIDITY,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW005,NTW,Tsuen Wan Water Treatment Works,荃湾滤水厂,荃灣濾水廠,TW_ClearWaterTank_Level_E_Level,清水池水位(西厂),清水池水位(西廠),m,WT_TW_000004,LEVEL,LEVEL,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW005,NTW,Tsuen Wan Water Treatment Works,荃湾滤水厂,荃灣濾水廠,TW_RawWater_WS_PH_PH,原水水质PH(东厂),原水水質PH(東廠),,WT_RW_000001,WATER QUALITY,PH,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW005,NTW,Tsuen Wan Water Treatment Works,荃湾滤水厂,荃灣濾水廠,TW_FinalWater_ES_Fluoride_Fluoride,食水水质氟(西厂),食水水質氟(西廠),mg/L,WT_TW_000004,WATER QUALITY,FLUORIDE,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW005,NTW,Tsuen Wan Water Treatment Works,荃湾滤水厂,荃灣濾水廠,TW_ClearWaterTank_Level_W_Level,清水池水位(东厂),清水池水位(東廠),m,WT_TW_000004,LEVEL,LEVEL,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW005,NTW,Tsuen Wan Water Treatment Works,荃湾滤水厂,荃灣濾水廠,TW_RawWater_WS_Turbidity_Turbidity,原水水质浊度(东厂),原水水質濁度(東廠),NTU,WT_RW_000001,WATER QUALITY,TURBIDITY,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW005,NTW,Tsuen Wan Water Treatment Works,荃湾滤水厂,荃灣濾水廠,TW_FinalWater_WS_Fluoride_Fluoride,食水水质氟(东厂),食水水質氟(東廠),mg/L,WT_TW_000004,WATER QUALITY,FLUORIDE,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW011,HKI,Tai O Water Treatment Works,大澳滤水厂,大澳濾水廠,TO_OutletFL_Rev_Hart,食水反向瞬时流量,食水反向瞬時流量,MLD,WT_TW_000004,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW011,HKI,Tai O Water Treatment Works,大澳滤水厂,大澳濾水廠,TO_RWFroShePikFL,石壁原水瞬时流量,石壁原水瞬時流量,MLD,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW011,HKI,Tai O Water Treatment Works,大澳滤水厂,大澳濾水廠,TO_RWFroShePikFL_Rev_Hart,石壁原水反向瞬时流量,石壁原水反向瞬時流量,MLD,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW011,HKI,Tai O Water Treatment Works,大澳滤水厂,大澳濾水廠,TO_FinWatChl,食水水质余氯,食水水質餘氯,mg/L,WT_TW_000004,WATER QUALITY,CHLORINE,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW011,HKI,Tai O Water Treatment Works,大澳滤水厂,大澳濾水廠,TO_FW_SR_Lev,清水池1号水位,清水池1號水位,m,WT_TW_000004,LEVEL,LEVEL,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW011,HKI,Tai O Water Treatment Works,大澳滤水厂,大澳濾水廠,TO_FinWatpH,食水水质PH,食水水質PH,,WT_TW_000004,WATER QUALITY,PH,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW011,HKI,Tai O Water Treatment Works,大澳滤水厂,大澳濾水廠,TO_FinWatFlo,食水水质氟,食水水質氟,mg/L,WT_TW_000004,WATER QUALITY,FLUORIDE,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW011,HKI,Tai O Water Treatment Works,大澳滤水厂,大澳濾水廠,TO_RWFroShePikTur,原水水质浊度(石壁),原水水質濁度(石壁),NTU,WT_RW_000001,WATER QUALITY,TURBIDITY,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW011,HKI,Tai O Water Treatment Works,大澳滤水厂,大澳濾水廠,TO_RWFroYiOTur,原水水质浊度(二澳),原水水質濁度(二澳),NTU,WT_RW_000001,WATER QUALITY,TURBIDITY,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW011,HKI,Tai O Water Treatment Works,大澳滤水厂,大澳濾水廠,TO_Pum4Tri,泵机4号告警状态,泵機4號告警狀態,,WT_RW_000001,PMP_ALARM_STS,PMP_ALARM_STS,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW011,HKI,Tai O Water Treatment Works,大澳滤水厂,大澳濾水廠,TO_Pum1On,泵机1号启停状态,泵機1號啟停狀態,,WT_RW_000001,PMP_S/S_STS,PMP_S/S_STS,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW011,HKI,Tai O Water Treatment Works,大澳滤水厂,大澳濾水廠,TO_RWFroShePikpH,原水水质PH(石壁),原水水質PH(石壁),,WT_RW_000001,WATER QUALITY,PH,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW011,HKI,Tai O Water Treatment Works,大澳滤水厂,大澳濾水廠,TO_RWFroShePikFL_Total1_Hart,石壁原水累计流量,石壁原水累計流量,ML,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW011,HKI,Tai O Water Treatment Works,大澳滤水厂,大澳濾水廠,TO_RWFroShePikFL_Total2_Hart,石壁原水反向累计流量,石壁原水反向累計流量,ML,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW011,HKI,Tai O Water Treatment Works,大澳滤水厂,大澳濾水廠,TO_FinWatTur,食水水质浊度,食水水質濁度,NTU,WT_TW_000004,WATER QUALITY,TURBIDITY,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW024,NTE,Ma On Shan Water Treatment Works,马鞍山滤水厂,馬鞍山濾水廠,CP2_AIR_503_PH,食水水质PH,食水水質PH,,WT_TW_000004,WATER QUALITY,PH,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW011,HKI,Tai O Water Treatment Works,大澳滤水厂,大澳濾水廠,TO_Pum3Tri,泵机3号告警状态,泵機3號告警狀態,,WT_RW_000001,PMP_ALARM_STS,PMP_ALARM_STS,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW011,HKI,Tai O Water Treatment Works,大澳滤水厂,大澳濾水廠,TO_RWFroYiOpH,原水水质PH(二澳),原水水質PH(二澳),,WT_RW_000001,WATER QUALITY,PH,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW011,HKI,Tai O Water Treatment Works,大澳滤水厂,大澳濾水廠,TO_FW_SR_Lev_No_2,清水池2号水位,清水池2號水位,m,WT_TW_000004,LEVEL,LEVEL,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW011,HKI,Tai O Water Treatment Works,大澳滤水厂,大澳濾水廠,TO_Pum2On,泵机2号启停状态,泵機2號啟停狀態,,WT_RW_000001,PMP_S/S_STS,PMP_S/S_STS,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW011,HKI,Tai O Water Treatment Works,大澳滤水厂,大澳濾水廠,TO_Pum3On,泵机3号启停状态,泵機3號啟停狀態,,WT_RW_000001,PMP_S/S_STS,PMP_S/S_STS,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW011,HKI,Tai O Water Treatment Works,大澳滤水厂,大澳濾水廠,TO_Pum4On,泵机4号启停状态,泵機4號啟停狀態,,WT_RW_000001,PMP_S/S_STS,PMP_S/S_STS,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW011,HKI,Tai O Water Treatment Works,大澳滤水厂,大澳濾水廠,TO_Pum1Tri,泵机1号告警状态,泵機1號告警狀態,,WT_RW_000001,PMP_ALARM_STS,PMP_ALARM_STS,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW011,HKI,Tai O Water Treatment Works,大澳滤水厂,大澳濾水廠,TO_Pum2Tri,泵机2号告警状态,泵機2號告警狀態,,WT_RW_000001,PMP_ALARM_STS,PMP_ALARM_STS,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW011,HKI,Tai O Water Treatment Works,大澳滤水厂,大澳濾水廠,TO_RWFroYiOFL_Total1_Hart,二澳原水累计流量,二澳原水累計流量,ML,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW011,HKI,Tai O Water Treatment Works,大澳滤水厂,大澳濾水廠,TO_RWFroYiOFL_Total2_Hart,二澳原水反向累计流量,二澳原水反向累計流量,ML,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW011,HKI,Tai O Water Treatment Works,大澳滤水厂,大澳濾水廠,TO_RWFroYiOFL,二澳原水瞬时流量,二澳原水瞬時流量,MLD,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW011,HKI,Tai O Water Treatment Works,大澳滤水厂,大澳濾水廠,TO_RWFroYiOFL_Rev_Hart,二澳原水反向瞬时流量,二澳原水反向瞬時流量,MLD,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW011,HKI,Tai O Water Treatment Works,大澳滤水厂,大澳濾水廠,TO_OutletFL_Total1_Hart,食水累计流量,食水累計流量,ML,WT_TW_000004,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW011,HKI,Tai O Water Treatment Works,大澳滤水厂,大澳濾水廠,TO_OutletFL_Total2_Hart,食水反向累计流量,食水反向累計流量,ML,WT_TW_000004,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW011,HKI,Tai O Water Treatment Works,大澳滤水厂,大澳濾水廠,TO_OutletFL,食水瞬时流量,食水瞬時流量,MLD,WT_TW_000004,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW015,HKI,Red Hill Water Treatment Works,红山滤水厂,紅山濾水廠,Final_Water_Residual_Chlorine,食水水质余氯,食水水質餘氯,mg/L,WT_TW_000004,WATER QUALITY,CHLORINE,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW015,HKI,Red Hill Water Treatment Works,红山滤水厂,紅山濾水廠,Plant_Inlet_Flow_Rate,原水瞬时流量,原水瞬時流量,MLD,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW015,HKI,Red Hill Water Treatment Works,红山滤水厂,紅山濾水廠,Final_Water_pH,食水水质PH,食水水質PH,,WT_TW_000004,WATER QUALITY,PH,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW015,HKI,Red Hill Water Treatment Works,红山滤水厂,紅山濾水廠,Raw_Water_pH,原水水质PH,原水水質PH,,WT_RW_000001,WATER QUALITY,PH,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW015,HKI,Red Hill Water Treatment Works,红山滤水厂,紅山濾水廠,Final_Water_Fl2,食水水质氟,食水水質氟,mg/L,WT_TW_000004,WATER QUALITY,FLUORIDE,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW015,HKI,Red Hill Water Treatment Works,红山滤水厂,紅山濾水廠,Plant_Outlet_Flow_Rate,食水瞬时流量,食水瞬時流量,MLD,WT_TW_000004,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW015,HKI,Red Hill Water Treatment Works,红山滤水厂,紅山濾水廠,Raw_Water_Tur,原水水质浊度,原水水質濁度,NTU,WT_RW_000001,WATER QUALITY,TURBIDITY,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW015,HKI,Red Hill Water Treatment Works,红山滤水厂,紅山濾水廠,Final_Water_Tur,食水水质浊度,食水水質濁度,NTU,WT_TW_000004,WATER QUALITY,TURBIDITY,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW019,HKI,Cheung Sha Water Treatment Works,长沙滤水厂,長沙濾水廠,CS_FILTERWATER_REV_FLOW,食水反向累计流量,食水反向累計流量,ML,WT_TW_000004,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW019,HKI,Cheung Sha Water Treatment Works,长沙滤水厂,長沙濾水廠,CS_FILTERWATERE_FLOW_TOTAL,食水总累计流量,食水總累計流量,ML,WT_TW_000004,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW019,HKI,Cheung Sha Water Treatment Works,长沙滤水厂,長沙濾水廠,CS_RWP2_TRIP,泵机2号告警状态,泵機2號告警狀態,,WT_RW_000001,PMP_ALARM_STS,PMP_ALARM_STS,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW019,HKI,Cheung Sha Water Treatment Works,长沙滤水厂,長沙濾水廠,CS_RWP2_RUN,泵机2号启停状态,泵機2號啟停狀態,,WT_RW_000001,PMP_S/S_STS,PMP_S/S_STS,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW019,HKI,Cheung Sha Water Treatment Works,长沙滤水厂,長沙濾水廠,CS_RWP1_TRIP,泵机1号告警状态,泵機1號告警狀態,,WT_RW_000001,PMP_ALARM_STS,PMP_ALARM_STS,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW019,HKI,Cheung Sha Water Treatment Works,长沙滤水厂,長沙濾水廠,CS_PRESSURE,原水进入压力,原水進入壓力,m,WT_RW_000001,PRESSURE,PRESSURE,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW019,HKI,Cheung Sha Water Treatment Works,长沙滤水厂,長沙濾水廠,CS_RWP4_TRIP,泵机4号告警状态,泵機4號告警狀態,,WT_RW_000001,PMP_ALARM_STS,PMP_ALARM_STS,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW019,HKI,Cheung Sha Water Treatment Works,长沙滤水厂,長沙濾水廠,CS_RWP4_RUN,泵机4号启停状态,泵機4號啟停狀態,,WT_RW_000001,PMP_S/S_STS,PMP_S/S_STS,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW019,HKI,Cheung Sha Water Treatment Works,长沙滤水厂,長沙濾水廠,CS_FILTERWATER_FOR_FLOW,食水瞬时流量,食水瞬時流量,MLD,WT_TW_000004,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW019,HKI,Cheung Sha Water Treatment Works,长沙滤水厂,長沙濾水廠,Dosing_Final_Water_CR,食水水质余氯,食水水質餘氯,mg/L,WT_TW_000004,WATER QUALITY,CHLORINE,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW019,HKI,Cheung Sha Water Treatment Works,长沙滤水厂,長沙濾水廠,CS_RESERVOIR_LEVEL_A,清水池A水位,清水池A水位,m,WT_TW_000004,LEVEL,LEVEL,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW019,HKI,Cheung Sha Water Treatment Works,长沙滤水厂,長沙濾水廠,CS_RAWWATER_REV_FLOW,原水反向累计流量,原水反向累計流量,ML,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW019,HKI,Cheung Sha Water Treatment Works,长沙滤水厂,長沙濾水廠,CS_INLET_FLOW_TOTAL,原水总累计流量,原水總累計流量,ML,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW019,HKI,Cheung Sha Water Treatment Works,长沙滤水厂,長沙濾水廠,CS_RAWWATER_YESTERDAY_FLOW,原水昨天累计流量,原水昨天累計流量,ML,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW019,HKI,Cheung Sha Water Treatment Works,长沙滤水厂,長沙濾水廠,CS_RESERVOIR_LEVEL_B,清水池B水位,清水池B水位,m,WT_TW_000004,LEVEL,LEVEL,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW019,HKI,Cheung Sha Water Treatment Works,长沙滤水厂,長沙濾水廠,CS_RWP1_RUN,泵机1号启停状态,泵機1號啟停狀態,,WT_RW_000001,PMP_S/S_STS,PMP_S/S_STS,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW019,HKI,Cheung Sha Water Treatment Works,长沙滤水厂,長沙濾水廠,Dosing_Raw_water_Turbidity,原水水质浊度,原水水質濁度,NTU,WT_RW_000001,NTU,NTU,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW019,HKI,Cheung Sha Water Treatment Works,长沙滤水厂,長沙濾水廠,CS_FILTERWATER_YESTERDAY_FLOW,食水昨天累计流量,食水昨天累計流量,ML,WT_TW_000004,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW019,HKI,Cheung Sha Water Treatment Works,长沙滤水厂,長沙濾水廠,CS_FILTERWATER_TODAY_FLOW,食水当天累计流量,食水當天累計流量,ML,WT_TW_000004,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW019,HKI,Cheung Sha Water Treatment Works,长沙滤水厂,長沙濾水廠,CS_OUTLET_PRESSURE,食水出水压力,食水出水壓力,m,WT_TW_000004,PRESSURE,PRESSURE,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW019,HKI,Cheung Sha Water Treatment Works,长沙滤水厂,長沙濾水廠,CS_RAWWATER_FOR_FLOW,原水瞬时流量,原水瞬時流量,MLD,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW019,HKI,Cheung Sha Water Treatment Works,长沙滤水厂,長沙濾水廠,CS_RWP3_TRIP,泵机3号告警状态,泵機3號告警狀態,,WT_RW_000001,PMP_ALARM_STS,PMP_ALARM_STS,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW019,HKI,Cheung Sha Water Treatment Works,长沙滤水厂,長沙濾水廠,CS_RWP3_RUN,泵机3号启停状态,泵機3號啟停狀態,,WT_RW_000001,PMP_S/S_STS,PMP_S/S_STS,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW019,HKI,Cheung Sha Water Treatment Works,长沙滤水厂,長沙濾水廠,Dosing_Raw_Water_pH,原水水质PH,原水水質PH,,WT_RW_000001,WATER QUALITY,PH,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW019,HKI,Cheung Sha Water Treatment Works,长沙滤水厂,長沙濾水廠,Dosing_Final_Water_Turbidity,食水水质浊度,食水水質濁度,NTU,WT_TW_000004,NTU,NTU,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
