"id","month","region","item_code","item_name","item_value","unit","etl_time"
8,"202404",香港特别行政区,"",渣甸山压力,0.25,Mpa,2024-04-22 17:10:00.000
29,"202404",香港特别行政区,"",薄扶林流量,567.90,m3/h,2024-04-22 17:10:00.000
38,"202404",香港特别行政区,"",渣甸山水质合格率,92.00,%,2024-04-22 17:10:00.000
42,"202404",香港特别行政区,"",薄扶林水质合格率,92.00,%,2024-04-22 17:10:00.000
81,"202404",HKI,"",运作区石梨貝流量,564.90,m3/h,2024-04-22 17:10:00.000
87,"202404",HKI,"",运作区九华径流量,564.90,m3/h,2024-04-22 17:10:00.000
90,"202404",HKI,"",运作区渣甸山水质合格率,93.00,%,2024-04-22 17:10:00.000
92,"202404",HKI,"",运作区薄扶林水质合格率,93.00,%,2024-04-22 17:10:00.000
94,"202404",HKI,"",运作区九华径水质合格率,93.00,%,2024-04-22 17:10:00.000
96,"202404",NTE,"",运作区石梨貝压力,0.25,Mpa,2024-04-22 17:10:00.000
100,"202404",NTE,"",运作区薄扶林压力,0.19,Mpa,2024-04-22 17:10:00.000
106,"202404",NTE,"",运作区渣甸山流量,565.90,m3/h,2024-04-22 17:10:00.000
116,"202404",NTE,"",运作区薄扶林水质合格率,95.00,%,2024-04-22 17:10:00.000
120,"202404",NTW,"",运作区石梨貝压力,0.25,Mpa,2024-04-22 17:10:00.000
122,"202404",NTW,"",运作区渣甸山压力,0.25,Mpa,2024-04-22 17:10:00.000
126,"202404",NTW,"",运作区九华径压力,0.19,Mpa,2024-04-22 17:10:00.000
128,"202404",NTW,"",运作区石梨貝流量,568.90,m3/h,2024-04-22 17:10:00.000
130,"202404",NTW,"",运作区渣甸山流量,568.90,m3/h,2024-04-22 17:10:00.000
132,"202404",NTW,"",运作区薄扶林流量,568.90,m3/h,2024-04-22 17:10:00.000
137,"202404",NTW,"",运作区石梨貝水质合格率,94.00,%,2024-04-22 17:10:00.000
141,"202404",NTW,"",运作区薄扶林水质合格率,94.00,%,2024-04-22 17:10:00.000
144,"202402",香港特别行政区,"",水费完成收费,170.00,万元,2024-04-22 17:10:00.000
146,"202403",香港特别行政区,"",水费完成收费,180.00,万元,2024-04-22 17:10:00.000
159,"202412",香港特别行政区,"",水费完成收费,150.00,万元,2024-04-22 17:10:00.000
187,"202402",HKI,"",运作区水费完成收费,400.00,万元,2024-04-22 17:10:00.000
189,"202403",HKI,"",运作区水费完成收费,180.00,万元,2024-04-22 17:10:00.000
191,"202404",HKI,"",运作区水费完成收费,190.00,万元,2024-04-22 17:10:00.000
193,"202409",HKI,"",运作区水费完成收费,240.00,万元,2024-04-22 17:10:00.000
194,"202412",HKI,"",运作区水费目标收费,40.00,万元,2024-04-22 17:10:00.000
198,"202403",NTE,"",运作区水费目标收费,50.00,万元,2024-04-22 17:10:00.000
199,"202403",NTE,"",运作区水费完成收费,350.00,万元,2024-04-22 17:10:00.000
200,"202404",NTE,"",运作区水费目标收费,60.00,万元,2024-04-22 17:10:00.000
202,"202409",NTE,"",运作区水费目标收费,110.00,万元,2024-04-22 17:10:00.000
205,"202412",NTE,"",运作区水费完成收费,200.00,万元,2024-04-22 17:10:00.000
206,"202402",NTW,"",运作区水费目标收费,40.00,万元,2024-04-22 17:10:00.000
207,"202402",NTW,"",运作区水费完成收费,400.00,万元,2024-04-22 17:10:00.000
209,"202403",NTW,"",运作区水费完成收费,180.00,万元,2024-04-22 17:10:00.000
211,"202404",NTW,"",运作区水费完成收费,190.00,万元,2024-04-22 17:10:00.000
212,"202409",NTW,"",运作区水费目标收费,110.00,万元,2024-04-22 17:10:00.000
218,"202404",香港特别行政区,"",用户投诉水污染,57.00,单,2024-04-22 17:10:00.000
222,"202404",K,"",运作区用户投诉噪音,61.00,单,2024-04-22 17:10:00.000
227,"202404",HKI,"",运作区用户投诉噪音,66.00,单,2024-04-22 17:10:00.000
231,"202404",NTE,"",运作区用户投诉乱收费,70.00,单,2024-04-22 17:10:00.000
234,"202404",NTE,"",运作区用户投诉漏损,73.00,单,2024-04-22 17:10:00.000
237,"202404",NTW,"",运作区用户投诉噪音,76.00,单,2024-04-22 17:10:00.000
238,"202404",NTW,"",运作区用户投诉水污染,77.00,单,2024-04-22 17:10:00.000
243,"202402",HKI,"",运作区户表数量,12.00,个,2024-04-22 17:10:00.000
246,"202403",香港特别行政区,"",户表数量,12.00,个,2024-04-22 17:10:00.000
247,"202403",K,"",运作区户表数量,16.00,个,2024-04-22 17:10:00.000
248,"202403",HKI,"",运作区户表数量,17.00,个,2024-04-22 17:10:00.000
250,"202403",NTW,"",运作区户表数量,40.00,个,2024-04-22 17:10:00.000
256,"202409",香港特别行政区,"",户表数量,30.00,个,2024-04-22 17:10:00.000
257,"202409",K,"",运作区户表数量,46.00,个,2024-04-22 17:10:00.000
260,"202409",NTW,"",运作区户表数量,49.00,个,2024-04-22 17:10:00.000
261,"202402",香港特别行政区,"",用水量,9.00,m3,2024-04-22 17:10:00.000
265,"202402",NTW,"",运作区用水量,33.00,m3,2024-04-22 17:10:00.000
267,"202403",K,"",运作区用水量,15.00,m3,2024-04-22 17:10:00.000
269,"202403",NTE,"",运作区用水量,17.00,m3,2024-04-22 17:10:00.000
270,"202403",NTW,"",运作区用水量,18.00,m3,2024-04-22 17:10:00.000
272,"202404",K,"",运作区用水量,20.00,m3,2024-04-22 17:10:00.000
273,"202404",HKI,"",运作区用水量,21.00,m3,2024-04-22 17:10:00.000
276,"202409",香港特别行政区,"",用水量,44.00,m3,2024-04-22 17:10:00.000
284,"202404",香港特别行政区,"",用户分类其他,10.00,万户,2024-04-22 17:10:00.000
288,"202404",K,"",运作区用户分类其他,14.00,万户,2024-04-22 17:10:00.000
294,"202404",NTE,"",运作区用户分类医院和诊所,20.00,万户,2024-04-22 17:10:00.000
296,"202404",NTE,"",运作区用户分类其他,22.00,万户,2024-04-22 17:10:00.000
297,"202404",NTW,"",运作区用户分类政府供应,23.00,万户,2024-04-22 17:10:00.000
304,"202404",香港特别行政区,"",用户分类其他电子账户占比,10.00,个,2024-04-22 17:10:00.000
310,"202404",HKI,"",运作区用户分类医院和诊所电子账户占比,8.00,个,2024-04-22 17:10:00.000
314,"202404",NTE,"",运作区用户分类政府供应电子账户占比,7.00,个,2024-04-22 17:10:00.000
311,"202401",香港特别行政区,"",用水量,4.00,m3,2024-04-22 17:10:00.000
335,"202401",NTW,"",运作区用水量,8.00,m3,2024-04-22 17:10:00.000
360,"202405",NTE,"",运作区用水量,37.00,m3,2024-04-22 17:10:00.000
362,"202405",NTW,"",运作区用水量,38.00,m3,2024-04-22 17:10:00.000
445,"202407",NTW,"",运作区用水量,13.00,m3,2024-04-22 17:10:00.000
452,"202401",K,"",运作区阶梯水费tier3,5234.00,万元,2024-04-22 17:10:00.000
453,"202401",K,"",运作区阶梯水费tier4,1234.00,万元,2024-04-22 17:10:00.000
457,"202401",HKI,"",运作区阶梯水费tier4,2000.00,万元,2024-04-22 17:10:00.000
459,"202401",NTE,"",运作区阶梯水费tier2,8234.00,万元,2024-04-22 17:10:00.000
460,"202401",NTE,"",运作区阶梯水费tier3,5234.00,万元,2024-04-22 17:10:00.000
465,"202401",NTW,"",运作区阶梯水费tier4,2000.00,万元,2024-04-22 17:10:00.000
317,"202404",NTE,"",运作区用户分类其他电子账户占比,6.00,个,2024-04-22 17:10:00.000
324,"202404",香港特别行政区,"",take up电话,30.00,个,2024-04-22 17:10:00.000
325,"202404",香港特别行政区,"",take up亲身,160.00,个,2024-04-22 17:10:00.000
327,"202404",香港特别行政区,"",take up传真,170.00,个,2024-04-22 17:10:00.000
330,"202404",香港特别行政区,"",take up其他来源,60.00,个,2024-04-22 17:10:00.000
337,"202404",香港特别行政区,"",give up电话,210.00,个,2024-04-22 17:10:00.000
338,"202404",香港特别行政区,"",give up网站,90.00,个,2024-04-22 17:10:00.000
339,"202404",香港特别行政区,"",give up其他来源,220.00,个,2024-04-22 17:10:00.000
340,"202404",K,"",运作区take up电话,30.00,个,2024-04-22 17:10:00.000
343,"202404",K,"",运作区take up传真,200.00,个,2024-04-22 17:10:00.000
345,"202404",K,"",运作区take up网站,350.00,个,2024-04-22 17:10:00.000
351,"202404",K,"",运作区give up书面,200.00,个,2024-04-22 17:10:00.000
354,"202404",K,"",运作区give up网站,90.00,个,2024-04-22 17:10:00.000
357,"202404",HKI,"",运作区take up电话,30.00,个,2024-04-22 17:10:00.000
359,"202404",HKI,"",运作区take up书面,40.00,个,2024-04-22 17:10:00.000
366,"202404",HKI,"",运作区give up电话,190.00,个,2024-04-22 17:10:00.000
369,"202404",HKI,"",运作区give up传真,80.00,个,2024-04-22 17:10:00.000
375,"202404",NTE,"",运作区take up书面,40.00,个,2024-04-22 17:10:00.000
383,"202404",NTE,"",运作区give up传真,80.00,个,2024-04-22 17:10:00.000
393,"202404",NTW,"",运作区take up其他来源,60.00,个,2024-04-22 17:10:00.000
398,"202404",NTW,"",运作区give up电话,210.00,个,2024-04-22 17:10:00.000
402,"202402",香港特别行政区,"",阶梯水费tier2,9999.00,万元,2024-04-22 17:10:00.000
403,"202402",香港特别行政区,"",阶梯水费tier3,7777.00,万元,2024-04-22 17:10:00.000
406,"202403",香港特别行政区,"",阶梯水费tier2,7777.00,万元,2024-04-22 17:10:00.000
410,"202402",K,"",运作区阶梯水费tier2,7234.00,万元,2024-04-22 17:10:00.000
411,"202402",K,"",运作区阶梯水费tier3,4234.00,万元,2024-04-22 17:10:00.000
415,"202403",K,"",运作区阶梯水费tier3,4234.00,万元,2024-04-22 17:10:00.000
417,"202402",HKI,"",运作区阶梯水费tier1,33999.00,万元,2024-04-22 17:10:00.000
419,"202402",HKI,"",运作区阶梯水费tier3,7777.00,万元,2024-04-22 17:10:00.000
425,"202402",NTE,"",运作区阶梯水费tier1,44888.00,万元,2024-04-22 17:10:00.000
427,"202402",NTE,"",运作区阶梯水费tier3,4234.00,万元,2024-04-22 17:10:00.000
428,"202402",NTE,"",运作区阶梯水费tier4,2344.00,万元,2024-04-22 17:10:00.000
434,"202402",NTW,"",运作区阶梯水费tier2,9999.00,万元,2024-04-22 17:10:00.000
435,"202402",NTW,"",运作区阶梯水费tier3,7777.00,万元,2024-04-22 17:10:00.000
437,"202403",NTW,"",运作区阶梯水费tier1,33888.00,万元,2024-04-22 17:10:00.000
440,"202403",NTW,"",运作区阶梯水费tier4,2000.00,万元,2024-04-22 17:10:00.000
4,"202401",香港特别行政区,"",水费完成收费,160.00,万元,2024-04-22 17:10:00.000
5,"202405",香港特别行政区,"",水费目标收费,70.00,万元,2024-04-22 17:10:00.000
9,"202407",香港特别行政区,"",水费目标收费,90.00,万元,2024-04-22 17:10:00.000
10,"202407",香港特别行政区,"",水费完成收费,220.00,万元,2024-04-22 17:10:00.000
12,"202410",香港特别行政区,"",水费目标收费,120.00,万元,2024-04-22 17:10:00.000
15,"202401",K,"",运作区水费目标收费,30.00,万元,2024-04-22 17:10:00.000
18,"202401",K,"",运作区水费完成收费,160.00,万元,2024-04-22 17:10:00.000
20,"202405",K,"",运作区水费目标收费,70.00,万元,2024-04-22 17:10:00.000
26,"202407",K,"",运作区水费完成收费,220.00,万元,2024-04-22 17:10:00.000
28,"202410",K,"",运作区水费目标收费,120.00,万元,2024-04-22 17:10:00.000
33,"202401",HKI,"",运作区水费目标收费,30.00,万元,2024-04-22 17:10:00.000
49,"202401",NTE,"",运作区水费目标收费,30.00,万元,2024-04-22 17:10:00.000
53,"202405",NTE,"",运作区水费目标收费,70.00,万元,2024-04-22 17:10:00.000
56,"202405",NTE,"",运作区水费完成收费,200.00,万元,2024-04-22 17:10:00.000
57,"202407",NTE,"",运作区水费目标收费,90.00,万元,2024-04-22 17:10:00.000
108,"202410",NTE,"",运作区水费目标收费,120.00,万元,2024-04-22 17:10:00.000
151,"202401",NTW,"",运作区水费完成收费,160.00,万元,2024-04-22 17:10:00.000
154,"202405",NTW,"",运作区水费完成收费,50.00,万元,2024-04-22 17:10:00.000
164,"202401",HKI,"",运作区户表数量,7.00,个,2024-04-22 17:10:00.000
177,"202407",香港特别行政区,"",户表数量,34.00,个,2024-04-22 17:10:00.000
180,"202407",HKI,"",运作区户表数量,37.00,个,2024-04-22 17:10:00.000
320,"202401",K,"",运作区用水量,5.00,m3,2024-04-22 17:10:00.000
441,"202407",香港特别行政区,"",用水量,34.00,m3,2024-04-22 17:10:00.000
444,"202407",NTE,"",运作区用水量,12.00,m3,2024-04-22 17:10:00.000
448,"202401",香港特别行政区,"",阶梯水费tier3,6666.00,万元,2024-04-22 17:10:00.000
449,"202401",香港特别行政区,"",阶梯水费tier4,2000.00,万元,2024-04-22 17:10:00.000
450,"202401",K,"",运作区阶梯水费tier1,44993.00,万元,2024-04-22 17:10:00.000
451,"202401",K,"",运作区阶梯水费tier2,8234.00,万元,2024-04-22 17:10:00.000
456,"202401",HKI,"",运作区阶梯水费tier3,6666.00,万元,2024-04-22 17:10:00.000
461,"202401",NTE,"",运作区阶梯水费tier4,1234.00,万元,2024-04-22 17:10:00.000
462,"202401",NTW,"",运作区阶梯水费tier1,33993.00,万元,2024-04-22 17:10:00.000
