"schema_name","table_name","column_name","data_type"
pems,t_icip_ag_skill_sign_record,skillid,integer
pems,t_icip_ag_skill_sign_record,pid,bigint
pems,t_icip_ag_skill_sign_record,vdnid,bigint
pems,t_icip_ag_state_trk_record,id,bigint
pems,t_icip_ag_state_trk_record,agentid,integer
pems,t_icip_ag_state_trk_record,workno,character varying(255)
pems,t_icip_ag_state_trk_record,consn,bigint
pems,t_icip_ag_state_trk_record,callsn,bigint
pems,t_icip_ag_state_trk_record,accessmediatype,character varying(255)
pems,t_icip_ag_state_trk_record,status,integer
pems,t_icip_ag_state_trk_record,statusname,character varying(255)
pems,t_icip_ag_state_trk_record,begintime,timestamp without time zone
pems,t_icip_ag_state_trk_record,endtime,timestamp without time zone
pems,t_icip_ag_state_trk_record,statetime,integer
pems,t_icip_ag_state_trk_record,operatetype,integer
pems,t_icip_ag_state_trk_record,operatename,character varying(255)
pems,t_icip_ag_state_trk_record,operateworkno,character varying(255)
pems,t_icip_ag_state_trk_record,operatefailcause,integer
pems,t_icip_ag_state_trk_record,logoutreasoncode,character varying(255)
pems,t_icip_ag_state_trk_record,auxcode,integer
pems,t_icip_ag_state_trk_record,vdnname,character varying(50)
pems,t_icip_ag_state_trk_record,vdnid,integer
pems,t_icip_ag_state_trk_record,agentname,character varying(100)
pems,t_icip_ag_state_trk_record,logintime,timestamp without time zone
pems,t_icip_ag_state_trk_record,logintimelen,integer
pems,t_icip_ag_state_trk_record,agroutelogpid,bigint
pems,t_icip_ag_state_trk_record,basecallpid,bigint
pems,t_icip_ag_state_trk_record,parentcallpid,bigint
pems,t_icip_ag_submenu,id,integer
pems,t_icip_ag_submenu,dxnavbargroup,character varying(50)
pems,t_icip_ag_submenu,dxnavbaritemindex,integer
pems,t_icip_ag_submenu,dxnavbaritemcaption,character varying(50)
pems,t_icip_ag_submenu,bplname,character varying(50)
pems,t_icip_ag_submenu,dxnavbaritemimageindex,integer
pems,t_icip_ag_submenu,bplformclassname,character varying(50)
pems,t_icip_ag_submenu,versiondate,timestamp without time zone
pems,t_icip_ag_submenu,isvalid,integer
pems,t_icip_ag_submenu,groupid,integer
pems,t_icip_ag_submenu,accesspath,character varying(100)
pems,t_icip_ag_submenu,vdnid,bigint
pems,t_icip_ag_updatelist,bplname,character varying(50)
pems,t_icip_ag_updatelist,updatepath,character varying(50)
pems,t_icip_ag_updatelist,version1,"numeric(10,2)"
pems,t_icip_ag_welcometxt,id,integer
pems,t_icip_ag_welcometxt,vdnid,integer
pems,t_icip_ag_welcometxt,groupid,integer
pems,t_icip_ag_welcometxt,officehourcontext,character varying(512)
pems,t_icip_ag_welcometxt,quittingtimecontext,character varying(512)
pems,t_icip_ag_workweek,id,integer
pems,t_icip_ag_workweek,vdnid,integer
pems,t_icip_ag_workweek,groupid,integer
pems,t_icip_ag_workweek,weeknum,integer
pems,t_icip_ag_workweek,weekday,integer
pems,t_icip_ag_workweek,contextid,integer
pems,t_icip_ag_workweek,beginworktime,character varying(30)
pems,t_icip_ag_workweek,endworktime,character varying(30)
pems,t_icip_arrange_schedual,theguid,character varying(38)
pems,t_icip_arrange_schedual,as_date,character varying(10)
pems,t_icip_arrange_schedual,begin_time,character varying(23)
pems,t_icip_arrange_schedual,end_time,character varying(23)
pems,t_icip_arrange_schedual,mb,character varying(255)
pems,t_icip_arrange_schedual,as_active,integer
pems,t_icip_arrange_schedual,begin_only_time,character varying(23)
pems,t_icip_arrange_schedual,end_only_time,character varying(23)
pems,t_icip_arrange_schedual,as_date2,character varying(10)
pems,t_icip_arrange_schedual,workno,character varying(64)
pems,t_icip_arrange_schedual,as_type,integer
pems,t_icip_arrange_schedual,groupid,integer
pems,t_icip_arrange_schedual,type,integer
pems,t_icip_base_accesscode,id,integer
pems,t_icip_base_accesscode,code,character varying(30)
pems,t_icip_base_accesscode,mediatype,integer
pems,t_icip_base_accesscode,description,character varying(50)
pems,t_icip_base_accesscode,vdnid,bigint
pems,t_icip_base_accnum2vdn,id,integer
pems,t_icip_base_accnum2vdn,vdnid,integer
pems,t_icip_base_accnum2vdn,accessnumid,integer
pems,t_icip_base_accnum2vdn,descrption,character varying(255)
pems,t_icip_base_active_ivr,id,integer
pems,t_icip_base_active_ivr,name,character varying(40)
pems,t_icip_base_active_ivr,vdnid,integer
pems,t_icip_base_active_ivr,expires,timestamp without time zone
pems,t_icip_base_apptype,id,integer
pems,t_icip_base_apptype,appname,character varying(255)
pems,t_icip_base_apptype,myid,integer
pems,t_icip_base_apptype,descption,character varying(255)
pems,t_icip_base_aux_type,auxcode,integer
pems,t_icip_base_aux_type,auxname,character varying(255)
pems,t_icip_base_aux_type,auxdscription,character varying(255)
pems,t_icip_base_aux_type,vdnid,bigint
pems,t_icip_base_blackbook,id,integer
pems,t_icip_base_blackbook,vdnid,integer
pems,t_icip_base_blackbook,caller,character varying(50)
pems,t_icip_base_blackbook,description,character varying(255)
pems,t_icip_base_blackbook,startdate,timestamp without time zone
pems,t_icip_base_blackbook,enddate,timestamp without time zone
pems,t_icip_base_blackbook,workno,character varying(50)
pems,t_icip_base_blackbook,agentname,character varying(255)
pems,t_icip_base_blackbook,ifuse,integer
pems,t_icip_base_blackbook,insertdate,timestamp without time zone
pems,t_icip_base_blackbook,groupid,integer
pems,t_icip_base_blackbook,skillid,integer
pems,t_icip_base_call_log,pid,bigint
pems,t_icip_base_call_log,parentpid,bigint
pems,t_icip_base_call_log,vdnid,integer
pems,t_icip_base_call_log,vdnname,character varying(255)
pems,t_icip_base_call_log,mediaid,integer
pems,t_icip_base_call_log,mediatype,character varying(20)
pems,t_icip_base_call_log,logicno,integer
pems,t_icip_base_call_log,channelgroupid,integer
pems,t_icip_base_call_log,channelgroupname,character varying(255)
pems,t_icip_base_call_log,spanid,integer
pems,t_icip_base_call_log,channelno,integer
pems,t_icip_base_call_log,callingno,character varying(64)
pems,t_icip_base_call_log,calledno,character varying(64)
pems,t_icip_base_call_log,begintime,timestamp without time zone
pems,t_icip_base_call_log,answertime,timestamp without time zone
pems,t_icip_base_call_log,endtime,timestamp without time zone
pems,t_icip_base_call_log,calldirection,smallint
pems,t_icip_base_call_log,calltype,smallint
pems,t_icip_base_call_log,devicetypeid,integer
pems,t_icip_base_call_log,releasecause,integer
pems,t_icip_base_call_log,answertimelong,integer
pems,t_icip_base_call_log,talktimelong,integer
pems,t_icip_base_call_log,city,character varying(64)
pems,t_icip_base_call_log,province,character varying(64)
pems,t_icip_base_call_log,pom,character varying(20)
pems,t_icip_base_calloutrouter,num,character varying(50)
pems,t_icip_base_calloutrouter,device,integer
pems,t_icip_base_calloutrouter,ch,integer
pems,t_icip_base_calloutrouter,chgroup,character varying(50)
pems,t_icip_base_calloutrouter,description,character varying(100)
pems,t_icip_base_calloutrouter,agentmode,integer
pems,t_icip_base_calloutrouter,routertype,character varying(11)
pems,t_icip_base_calloutrouter,calloutcallednumtype,integer
pems,t_icip_base_calloutrouter,vdnid,bigint
pems,t_icip_base_cdr,id,bigint
pems,t_icip_base_cdr,consn,bigint
pems,t_icip_base_cdr,callsn,bigint
pems,t_icip_base_cdr,span,integer
pems,t_icip_base_cdr,channel,integer
pems,t_icip_base_cdr,trunkgroup,character varying(255)
pems,t_icip_base_cdr,caller,character varying(255)
pems,t_icip_base_cdr,called,character varying(255)
pems,t_icip_base_cdr,initializetime,timestamp without time zone
pems,t_icip_base_cdr,answertime,timestamp without time zone
pems,t_icip_base_cdr,connecttime,timestamp without time zone
pems,t_icip_base_cdr,releasetime,timestamp without time zone
pems,t_icip_base_cdr,initializetimems,integer
pems,t_icip_base_cdr,answertimems,integer
pems,t_icip_base_cdr,connecttimems,integer
pems,t_icip_base_cdr,releasetimems,integer
pems,t_icip_base_cdr,talkduration,double precision
pems,t_icip_base_cdr,answerduration,double precision
pems,t_icip_base_cdr,cause,integer
pems,t_icip_base_cdr,callflag,character varying(255)
pems,t_icip_base_cdr,pid,bigint
pems,t_icip_base_channelgroup,id,integer
pems,t_icip_base_channelgroup,name,character varying(50)
pems,t_icip_base_channelgroup,beginspanid,integer
pems,t_icip_base_channelgroup,beginchannelid,integer
pems,t_icip_base_channelgroup,endspanid,integer
pems,t_icip_base_channelgroup,endchannelid,integer
pems,t_icip_base_channelgroup,seektype,integer
pems,t_icip_base_channelgroup,vdnid,bigint
pems,t_icip_base_channelgroup,callercapacity,integer
pems,t_icip_base_channels,id,integer
pems,t_icip_base_channels,Offset,integer
pems,t_icip_base_channels,confoffset,integer
pems,t_icip_base_channels,conflength,integer
pems,t_icip_base_channels,myid,integer
pems,t_icip_base_commonvoice,id,integer
pems,t_icip_base_commonvoice,name,character varying(30)
pems,t_icip_base_commonvoice,filename,character varying(255)
pems,t_icip_base_commonvoice,vdnid,bigint
pems,t_icip_base_conflink,id,integer
pems,t_icip_base_conflink,type,integer
pems,t_icip_base_conflink,name,character varying(255)
pems,t_icip_base_conflink,url,character varying(255)
pems,t_icip_base_devicetype,id,integer
pems,t_icip_base_devicetype,name,character varying(255)
pems,t_icip_base_digitvoice,id,integer
pems,t_icip_base_digitvoice,name,character varying(20)
pems,t_icip_base_digitvoice,v0,character varying(255)
pems,t_icip_base_digitvoice,v1,character varying(255)
pems,t_icip_base_digitvoice,v2,character varying(255)
pems,t_icip_base_digitvoice,v3,character varying(255)
pems,t_icip_base_digitvoice,v4,character varying(255)
pems,t_icip_base_digitvoice,v5,character varying(255)
pems,t_icip_base_digitvoice,v6,character varying(255)
pems,t_icip_base_digitvoice,v7,character varying(20)
pems,t_icip_base_digitvoice,v8,character varying(255)
pems,t_icip_base_digitvoice,v9,character varying(255)
pems,t_icip_base_extension,num,character varying(50)
pems,t_icip_base_extension,device,integer
pems,t_icip_base_extension,ch,integer
pems,t_icip_base_extension,chgroup,character varying(50)
pems,t_icip_base_extension,description,character varying(100)
pems,t_icip_base_extension,agentmode,integer
pems,t_icip_base_extension,vdn,integer
pems,t_icip_base_extension,callagentroutertype,character varying(10)
pems,t_icip_base_extension,callexternalroutertype,character varying(10)
pems,t_icip_base_fax_result_code,code,integer
pems,t_icip_base_fax_result_code,description,character varying(100)
pems,t_icip_base_fax_result_code,description_cn,character varying(100)
pems,t_icip_base_ivr_flow,id,integer
pems,t_icip_base_ivr_flow,name,character varying(40)
pems,t_icip_base_ivr_flow,flowid,smallint
pems,t_icip_base_ivr_flow,nodeid,integer
pems,t_icip_base_ivr_flow,vdnid,integer
pems,t_icip_base_leaveword,id,integer
pems,t_icip_base_leaveword,vdnid,integer
pems,t_icip_base_leaveword,ordernum,character varying(50)
pems,t_icip_base_leaveword,begintime,timestamp without time zone
pems,t_icip_base_leaveword,endtime,timestamp without time zone
pems,t_icip_base_leaveword,worksc,integer
pems,t_icip_base_leaveword,caller,character varying(50)
pems,t_icip_base_leaveword,leavewordfile,character varying(255)
pems,t_icip_base_leaveword,processresult,character varying(100)
pems,t_icip_base_leaveword,description,character varying(500)
pems,t_icip_base_leaveword,workno,character varying(50)
pems,t_icip_base_leaveword,agentname,character varying(50)
pems,t_icip_base_leaveword,processdate,timestamp without time zone
pems,t_icip_base_leaveword,iflisten,character varying(2)
pems,t_icip_base_leaveword,ywlx,character varying(30)
pems,t_icip_base_leaveword,called,character varying(20)
pems,t_icip_base_leaveword,agentgroupid,integer
pems,t_icip_base_leaveword,content,character varying(2000)
pems,t_icip_base_leaveword,accountno,character varying(50)
pems,t_icip_base_leaveword,basecallpid,character varying(50)
pems,t_icip_base_leaveword_asr_message,pid,bigint
pems,t_icip_base_leaveword_asr_message,status,character varying(1)
pems,t_icip_base_leaveword_asr_message,times,smallint
pems,t_icip_base_leaveword_asr_message,cause,character varying(300)
pems,t_icip_base_leaveword_asr_message,cnt,text
pems,t_icip_base_leaveword_asr_message,exectime,integer
pems,t_icip_base_leaveword_asr_message,createdate,timestamp without time zone
pems,t_icip_base_leaveword_asr_message,vdnid,integer
pems,t_icip_base_mediatype,id,integer
pems,t_icip_base_mediatype,name,character varying(20)
pems,t_icip_base_mediatype,isaccessmedia,smallint
pems,t_icip_base_mediatype,isruntime,smallint
pems,t_icip_base_mediatype,description,character varying(50)
pems,t_icip_base_misscall,id,integer
pems,t_icip_base_misscall,processresult,character varying(100)
pems,t_icip_base_misscall,processdate,timestamp without time zone
pems,t_icip_base_misscall,recid,integer
pems,t_icip_base_misscall,workno,character varying(20)
pems,t_icip_base_misscall,vdnid,bigint
pems,t_icip_base_onduty,id,bigint
pems,t_icip_base_onduty,starttime,timestamp without time zone
pems,t_icip_base_onduty,endtime,timestamp without time zone
pems,t_icip_base_onduty,extnum,character varying(32)
pems,t_icip_base_vip,caller,character varying(50)
pems,t_icip_base_vip,viplevel,integer
pems,t_icip_base_vip,agentgroupid,integer
pems,t_icip_base_vip,workno,character varying(50)
pems,t_icip_base_vip,skillid,integer
pems,t_icip_base_vip,updatetime,timestamp without time zone
pems,t_icip_base_vip,validdate,timestamp without time zone
pems,t_icip_base_vip,vdnid,bigint
pems,t_icip_base_whitebook,id,integer
pems,t_icip_base_whitebook,vdnid,integer
pems,t_icip_base_whitebook,caller,character varying(50)
pems,t_icip_base_whitebook,description,character varying(255)
pems,t_icip_base_whitebook,startdate,timestamp without time zone
pems,t_icip_base_whitebook,enddate,timestamp without time zone
pems,t_icip_base_whitebook,workno,character varying(50)
pems,t_icip_base_whitebook,agentname,character varying(255)
pems,t_icip_base_whitebook,ifuse,integer
pems,t_icip_base_whitebook,insertdate,timestamp without time zone
pems,t_icip_base_whitebook,groupid,integer
pems,t_icip_base_whitebook,skillid,integer
pems,t_icip_base_worknumpool,id,integer
pems,t_icip_base_worknumpool,workno,character varying(50)
pems,t_icip_base_worknumpool,vdnid,integer
pems,t_icip_bu_skilltohttp,id,integer
pems,t_icip_bu_skilltohttp,groupid,integer
pems,t_icip_bu_skilltohttp,skillid,integer
pems,t_icip_bu_skilltohttp,httpid,integer
pems,t_icip_bu_skilltohttp,groupname,character varying(20)
pems,t_icip_bu_skilltohttp,skillname,character varying(20)
pems,t_icip_bu_skilltohttp,httpname,character varying(20)
pems,t_icip_callout_task,id,bigint
pems,t_icip_callout_task,taskname,character varying(50)
pems,t_icip_callout_task,tasktype,character varying(1)
pems,t_icip_callout_task,begdate,timestamp without time zone
pems,t_icip_callout_task,enddate,timestamp without time zone
pems,t_icip_callout_task,status,character varying(1)
pems,t_icip_callout_task,groupid,integer
pems,t_icip_callout_task,skillid,integer
pems,t_icip_callout_task,popuptype,integer
pems,t_icip_callout_task,description,character varying(200)
pems,t_icip_callout_task,createoper,integer
pems,t_icip_callout_task,createdate,timestamp without time zone
pems,t_icip_callout_task,vdnid,integer
pems,t_icip_callout_taskdet,id,bigint
pems,t_icip_callout_taskdet,taskid,bigint
pems,t_icip_callout_taskdet,cusname,character varying(50)
pems,t_icip_callout_taskdet,tel,character varying(20)
pems,t_icip_callout_taskdet,popuptype,integer
pems,t_icip_callout_taskdet,relactionid,character varying(50)
pems,t_icip_callout_taskdet,calltime,timestamp without time zone
pems,t_icip_callout_taskdet,status,character varying(1)
pems,t_icip_callout_taskdet,callpid,bigint
pems,t_icip_callout_taskdet,content,character varying(200)
pems,t_icip_callout_taskdet,calluser,integer
pems,t_icip_callout_taskdet,userid,integer
pems,t_icip_callout_taskdet,createoper,integer
pems,t_icip_callout_taskdet,createdate,timestamp without time zone
pems,t_icip_callout_taskdet,vdnid,integer
pems,t_icip_callout_taskuser,userid,integer
pems,t_icip_callout_taskuser,taskid,bigint
pems,t_icip_callout_taskuser,rate,integer
pems,t_icip_callout_taskuser,vdnid,integer
pems,t_icip_ccs_log_sync_max_pid,name,character varying(64)
pems,t_icip_ccs_log_sync_max_pid,pid,bigint
pems,t_icip_cfg_acd,pid,integer
pems,t_icip_cfg_acd,cfgodbcpid,integer
pems,t_icip_cfg_acd,cfgfocucommpid,integer
pems,t_icip_cfg_acd,myname,character varying(50)
pems,t_icip_cfg_acd,appid,integer
pems,t_icip_cfg_acd,runmode,character varying(20)
pems,t_icip_cfg_acd,localip,character varying(50)
pems,t_icip_cfg_acd,note,character varying(50)
pems,t_icip_cfg_acd,poolsize,integer
pems,t_icip_cfg_acd,clientcharset,character varying(20)
pems,t_icip_cfg_acd,sync,integer
pems,t_icip_cfg_acd,dbdebuginfo,integer
pems,t_icip_cfg_acd,t_icip_acd_agent_queue_record,integer
pems,t_icip_cfg_acd,t_icip_acd_call_record,integer
pems,t_icip_cfg_acd,ccsid,integer
pems,t_icip_cfg_acd,loglevel,character varying(20)
pems,t_icip_cfg_acd,logcount,integer
pems,t_icip_cfg_acd,lastdeploydate,timestamp without time zone
pems,t_icip_cfg_acd,lastdeplayuserid,integer
pems,t_icip_cfg_acd,lastdeplayusername,character varying(100)
pems,t_icip_cfg_agboard,cfgisxpid,integer
pems,t_icip_cfg_agboard,oamboardid,integer
pems,t_icip_cfg_agboard,ctilogicspanid,integer
pems,t_icip_cfg_agboard,isenable,integer
pems,t_icip_cfg_agp,pid,integer
pems,t_icip_cfg_agp,cfgfocucommpid,integer
pems,t_icip_cfg_agp,ccs1,integer
pems,t_icip_cfg_agp,ccs2,integer
pems,t_icip_cfg_agp,timeout,integer
pems,t_icip_cfg_agp,runmode,character varying(20)
pems,t_icip_cfg_agp,clientcount,integer
pems,t_icip_cfg_agp,note,character varying(100)
pems,t_icip_cfg_agp,localipandport,character varying(50)
pems,t_icip_cfg_agp,localtimeout,integer
pems,t_icip_cfg_agp,localclientcount,integer
pems,t_icip_cfg_agp,localexpiryduration,integer
pems,t_icip_cfg_agp,loglevel,character varying(20)
pems,t_icip_cfg_agp,logstyle,character varying(20)
pems,t_icip_cfg_agp,ccscomid,integer
pems,t_icip_cfg_agp,acdcomid,integer
pems,t_icip_cfg_agp,lastdeploydate,timestamp without time zone
pems,t_icip_cfg_agp,lastdeplayuserid,integer
pems,t_icip_cfg_agp,lastdeplayusername,character varying(255)
pems,t_icip_cfg_ccs,pid,integer
pems,t_icip_cfg_ccs,cfgfocucommpid,integer
pems,t_icip_cfg_ccs,cfgodbcpid,integer
pems,t_icip_cfg_ccs,myname,character varying(100)
pems,t_icip_cfg_ccs,myid,integer
pems,t_icip_cfg_ccs,runmode,character varying(20)
pems,t_icip_cfg_ccs,note,character varying(100)
pems,t_icip_cfg_ccs,connectkeepalive,integer
pems,t_icip_cfg_ccs,poolsize,integer
pems,t_icip_cfg_ccs,supportreport,integer
pems,t_icip_cfg_ccs,sync,integer
pems,t_icip_cfg_ccs,poollength,integer
pems,t_icip_cfg_ccs,debuginfo,integer
pems,t_icip_cfg_ccs,elapsed,integer
pems,t_icip_cfg_ccs,t_icip_ag_state_trk_record,integer
pems,t_icip_cfg_ccs,t_icip_ag_skill_sign_record,integer
pems,t_icip_cfg_ccs,t_icip_ag_group_sign_record,integer
pems,t_icip_cfg_ccs,t_icip_ag_call_record,integer
pems,t_icip_cfg_ccs,t_icip_base_cdr,integer
pems,t_icip_cfg_ccs,defaultwaitingmusic,character varying(255)
pems,t_icip_cfg_ccs,defaultwaitingagentmusic,character varying(255)
pems,t_icip_cfg_ccs,voicefileworkernumchinese,character varying(20)
pems,t_icip_cfg_ccs,voicefileworkernumenglish,character varying(20)
pems,t_icip_cfg_ccs,voicefileserviceforyouchinese,character varying(20)
pems,t_icip_cfg_ccs,voicefileserviceforyouenglish,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum0chinese,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum1chinese,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum2chinese,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum3chinese,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum4chinese,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum5chinese,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum6chinese,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum7chinese,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum8chinese,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum9chinese,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum10chinese,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum11chinese,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum12chinese,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum13chinese,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum14chinese,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum15chinese,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum16chinese,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum17chinese,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum18chinese,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum19chinese,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum20chinese,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum30chinese,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum40chinese,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum50chinese,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum60chinese,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum70chinese,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum80chinese,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum90chinese,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum0english,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum1english,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum2english,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum3english,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum4english,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum5english,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum6english,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum7english,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum8english,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum9english,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum10english,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum11english,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum12english,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum13english,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum14english,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum15english,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum16english,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum17english,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum18english,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum19english,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum20english,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum30english,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum40english,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum50english,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum60english,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum70english,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum80english,character varying(20)
pems,t_icip_cfg_ccs,voicefilenum90english,character varying(20)
pems,t_icip_cfg_ccs,relogin,character varying(20)
pems,t_icip_cfg_ccs,callin,integer
pems,t_icip_cfg_ccs,callout,integer
pems,t_icip_cfg_ccs,ttsmyid,integer
pems,t_icip_cfg_ccs,logstyle,character varying(20)
pems,t_icip_cfg_ccs,channelstatusflag,character varying(20)
pems,t_icip_cfg_ccs,agentstatusflag,character varying(20)
pems,t_icip_cfg_ccs,agentrecordfilepath,character varying(255)
pems,t_icip_cfg_ccs,agentrecordfilename,character varying(255)
pems,t_icip_cfg_ccs,lastdeploydate,timestamp without time zone
pems,t_icip_cfg_ccs,lastdeplayuserid,integer
pems,t_icip_cfg_ccs,lastdeplayusername,character varying(100)
pems,t_icip_cfg_ccs4ag,pid,integer
pems,t_icip_cfg_ccs4ag,cfgccspid,integer
pems,t_icip_cfg_ccs4ag,value,integer
pems,t_icip_cfg_ccs4ag,myid,integer
pems,t_icip_cfg_ccs4ch,pid,integer
pems,t_icip_cfg_ccs4ch,cfgccspid,integer
pems,t_icip_cfg_ccs4ch,value,integer
pems,t_icip_cfg_ccs4ch,myid,integer
pems,t_icip_cfg_dtiboard,cfgisxpid,integer
pems,t_icip_cfg_dtiboard,oamboardid,integer
pems,t_icip_cfg_dtiboard,ctilogicspanid,integer
pems,t_icip_cfg_dtiboard,isenable,integer
pems,t_icip_cfg_focucomm,pid,integer
pems,t_icip_cfg_focucomm,ipaddress,character varying(100)
pems,t_icip_cfg_focucomm,port,integer
pems,t_icip_cfg_focucomm,runmode,character varying(20)
pems,t_icip_cfg_focucomm,note,character varying(100)
pems,t_icip_cfg_hmp,pid,integer
pems,t_icip_cfg_hmp,cfgfocucommpid,integer
pems,t_icip_cfg_hmp,myname,character varying(100)
pems,t_icip_cfg_hmp,myid,integer
pems,t_icip_cfg_hmp,runmode,character varying(20)
pems,t_icip_cfg_hmp,note,character varying(100)
pems,t_icip_cfg_hmp,localip,character varying(100)
pems,t_icip_cfg_hmp,rtpport,integer
pems,t_icip_cfg_hmp,channelcount,integer
pems,t_icip_cfg_hmp,mode,character varying(20)
pems,t_icip_cfg_hmp,t30_use_ecm,integer
pems,t_icip_cfg_hmp,filepath,character varying(255)
pems,t_icip_cfg_hmp,identifier,character varying(255)
pems,t_icip_cfg_hmp,pageheaderinfo,character varying(255)
pems,t_icip_cfg_hmp,t30_set_max_retries,integer
pems,t_icip_cfg_hmp,t30_set_receiver_not_ready,integer
pems,t_icip_cfg_hmp,baudrate,character varying(100)
pems,t_icip_cfg_hmp,logstyle,character varying(20)
pems,t_icip_cfg_hmp,loglevel,character varying(20)
pems,t_icip_cfg_hmp,logcache,character varying(20)
pems,t_icip_cfg_hmp,lastdeploydate,timestamp without time zone
pems,t_icip_cfg_hmp,lastdeplayuserid,integer
pems,t_icip_cfg_hmp,lastdeplayusername,character varying(255)
pems,t_icip_cfg_isx,pid,integer
pems,t_icip_cfg_ivrdesign,pid,integer
pems,t_icip_cfg_ivrdesign,ipandport,character varying(50)
pems,t_icip_cfg_ivrdesign,dir4source,character varying(255)
pems,t_icip_cfg_ivrdesign,dir4target,character varying(255)
pems,t_icip_cfg_ivrdesign,lastdeploydate,timestamp without time zone
pems,t_icip_cfg_ivrdesign,lastdeplayuserid,integer
pems,t_icip_cfg_ivrdesign,lastdeplayusername,character varying(255)
pems,t_icip_cfg_mc,pid,integer
pems,t_icip_cfg_mc,ipaddressport,character varying(100)
pems,t_icip_cfg_mc,savepath,character varying(255)
pems,t_icip_cfg_mc,beatcycle,integer
pems,t_icip_cfg_mc,ischecktone,integer
pems,t_icip_cfg_mc,checktone,integer
pems,t_icip_cfg_mc,isautodeletelogfile,integer
pems,t_icip_cfg_mc,autodeletelogfile,integer
pems,t_icip_cfg_mc,isinvokesyncfun,integer
pems,t_icip_cfg_mc,invokesyncfun,integer
pems,t_icip_cfg_mc100,pid,integer
pems,t_icip_cfg_mc100,ip,character varying(100)
pems,t_icip_cfg_mc100,port,integer
pems,t_icip_cfg_odbc,pid,integer
pems,t_icip_cfg_odbc,odbcname,character varying(50)
pems,t_icip_cfg_odbc,dbtype,character varying(50)
pems,t_icip_cfg_odbc,dbname,character varying(50)
pems,t_icip_cfg_odbc,loginid,character varying(50)
pems,t_icip_cfg_odbc,loginpwd,character varying(50)
pems,t_icip_cfg_odbc,dbcharset,character varying(50)
pems,t_icip_cfg_prd,pid,integer
pems,t_icip_cfg_prd,isxpid,integer
pems,t_icip_cfg_sipboard,cfgisxpid,integer
pems,t_icip_cfg_sipboard,oamboardid,integer
pems,t_icip_cfg_sipboard,sipchannelbeginid,integer
pems,t_icip_cfg_sipboard,sipchannelcount,integer
pems,t_icip_cfg_sipboard,isenable,integer
pems,t_icip_cfg_tas,pid,integer
pems,t_icip_cfg_tas,cfgfocucommpid,integer
